             VARIABLE : Potential temperature (deg_C)
             DATA SET : GODAS-MOM OUTPUT
             FILENAME : ts_5day.nc
             FILEPATH : /home/las/datasets/ocean_analysis/NRIG/
             BAD FLAG : -1.E+10       
             SUBSET   : 180 by 188 points (LONGITUDE-LATITUDE)
             DEPTH (m): 5
             TIME     : 06-AUG-2016 12:00 JULIAN
  	30.3E	30.8E	31.3E	31.8E	32.3E	32.8E	33.3E	33.8E	34.3E	34.8E	35.3E	35.8E	36.3E	36.8E	37.3E	37.8E	38.3E	38.8E	39.3E	39.8E	40.3E	40.8E	41.3E	41.8E	42.3E	42.8E	43.3E	43.8E	44.3E	44.8E	45.3E	45.8E	46.3E	46.8E	47.3E	47.8E	48.3E	48.8E	49.3E	49.8E	50.3E	50.8E	51.3E	51.8E	52.3E	52.8E	53.3E	53.8E	54.3E	54.8E	55.3E	55.8E	56.3E	56.8E	57.3E	57.8E	58.3E	58.8E	59.3E	59.8E	60.3E	60.8E	61.3E	61.8E	62.3E	62.8E	63.3E	63.8E	64.3E	64.8E	65.3E	65.8E	66.3E	66.8E	67.3E	67.8E	68.3E	68.8E	69.3E	69.8E	70.3E	70.8E	71.3E	71.8E	72.3E	72.8E	73.3E	73.8E	74.3E	74.8E	75.3E	75.8E	76.3E	76.8E	77.3E	77.8E	78.3E	78.8E	79.3E	79.8E	80.3E	80.8E	81.3E	81.8E	82.3E	82.8E	83.3E	83.8E	84.3E	84.8E	85.3E	85.8E	86.3E	86.8E	87.3E	87.8E	88.3E	88.8E	89.3E	89.8E	90.3E	90.8E	91.3E	91.8E	92.3E	92.8E	93.3E	93.8E	94.3E	94.8E	95.3E	95.8E	96.3E	96.8E	97.3E	97.8E	98.3E	98.8E	99.3E	99.8E	100.3E	100.8E	101.3E	101.8E	102.3E	102.8E	103.3E	103.8E	104.3E	104.8E	105.3E	105.8E	106.3E	106.8E	107.3E	107.8E	108.3E	108.8E	109.3E	109.8E	110.3E	110.8E	111.3E	111.8E	112.3E	112.8E	113.3E	113.8E	114.3E	114.8E	115.3E	115.8E	116.3E	116.8E	117.3E	117.8E	118.3E	118.8E	119.3E	119.8E
1.9S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.42412	25.35395	25.34166	25.22621	24.97538	24.74666	24.6555	24.73693	24.88314	24.99108	25.02642	25.08146	25.15968	25.22837	25.34678	25.46181	25.55699	25.72006	25.893	26.14828	26.50028	26.94425	27.39041	27.70274	27.80374	27.78628	27.73664	27.69913	27.65082	27.62291	27.64275	27.70685	27.81345	27.93423	28.06233	28.15818	28.26897	28.37828	28.48113	28.59764	28.71317	28.8184	28.89563	28.9552	28.99151	29.01842	29.02162	29.00488	28.99884	29.00472	29.01794	29.04003	29.0676	29.10452	29.14685	29.16868	29.19796	29.22407	29.24364	29.25172	29.25888	29.26506	29.26398	29.25564	29.24465	29.24005	29.23424	29.22118	29.20997	29.21746	29.21139	29.19657	29.1637	29.16781	29.19689	29.21933	29.29103	29.35276	29.37015	29.41362	29.43075	29.46735	29.49521	29.50219	29.50553	29.48502	29.4792	29.49758	29.5024	29.51351	29.54025	29.56946	29.59691	29.61667	29.63439	29.665	29.69972	29.73749	29.7691	29.79472	29.839	29.8631	29.86709	29.84418	29.82892	29.821	29.85924	29.92503	29.96877	29.96448	29.99883	30.03957	30.04296	30.05181	30.08474	30.11651	30.13633	30.18834	30.2118	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.13766	30.1033	-1.E+10	29.71601	29.54572	29.5448	29.68326	29.71293	29.69611	29.59064	29.57228	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	29.34106	29.71327	29.94888	29.89244	-1.E+10
1.6S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.08619	25.27875	25.33794	25.26564	25.01701	24.7742	24.67434	24.77468	24.92918	25.01976	25.03316	25.08301	25.17041	25.27378	25.38107	25.52578	25.67409	25.87814	26.11397	26.41571	26.77919	27.18817	27.57643	27.80408	27.85078	27.82134	27.77714	27.75458	27.73811	27.74222	27.78149	27.84386	27.93213	28.03924	28.16196	28.255	28.35157	28.45518	28.55928	28.67315	28.78526	28.889	28.96786	29.0271	29.05934	29.08084	29.08744	29.0833	29.08104	29.07602	29.08099	29.10099	29.12864	29.16663	29.20677	29.21903	29.23418	29.24362	29.24781	29.25235	29.25714	29.26588	29.27223	29.27238	29.272	29.27704	29.266	29.24757	29.22096	29.22112	29.21785	29.22571	29.20085	29.20433	29.21908	29.25138	29.33166	29.41536	29.46033	29.5081	29.50035	29.50977	29.5069	29.49598	29.50158	29.50525	29.51753	29.53631	29.53644	29.53247	29.53775	29.54352	29.55995	29.58642	29.61658	29.65593	29.70028	29.74358	29.78051	29.80663	29.85394	29.88109	29.89099	29.87794	29.85567	29.8354	29.86088	29.94254	29.99933	30.00735	30.03036	30.05317	30.05988	30.08135	30.0989	30.1207	30.15564	30.23323	30.23663	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.16629	30.10792	29.84207	29.68781	29.54079	29.54778	29.63759	29.72359	29.72556	29.68663	29.73542	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	29.3744	29.73126	29.91817	29.88007	-1.E+10
1.4S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	24.99047	25.14918	25.30172	25.28686	25.08829	24.81484	24.68893	24.79714	24.96768	25.05667	25.06767	25.10627	25.19615	25.31333	25.43338	25.62099	25.82901	26.06601	26.35151	26.65023	27.00915	27.39756	27.70571	27.86116	27.89346	27.8739	27.84245	27.83533	27.82526	27.84515	27.89801	27.96621	28.0423	28.13329	28.25271	28.35795	28.45968	28.56122	28.66059	28.75877	28.85832	28.95268	29.02714	29.08128	29.11211	29.13342	29.14255	29.13729	29.13123	29.12126	29.12086	29.13322	29.15452	29.18886	29.22669	29.23754	29.24474	29.24923	29.24714	29.24425	29.24171	29.24806	29.25845	29.26502	29.27576	29.28883	29.27595	29.25293	29.21382	29.19993	29.21095	29.22313	29.20352	29.21028	29.22172	29.25656	29.3387	29.42493	29.50293	29.5764	29.56424	29.55678	29.52642	29.50267	29.50435	29.52081	29.55165	29.5628	29.55914	29.54696	29.54516	29.52587	29.52657	29.54916	29.59731	29.653	29.70966	29.7527	29.78798	29.8104	29.85603	29.88679	29.89746	29.89225	29.87333	29.86017	29.88028	29.9611	30.02254	30.04275	30.04931	30.06147	30.07302	30.11002	30.11719	30.13572	30.17092	30.24523	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.08581	30.02204	29.82073	29.63084	29.50931	29.49737	29.60191	29.72046	29.72569	29.7125	29.78033	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	29.40583	29.74952	29.91137	29.90732	-1.E+10
1.1S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	24.96544	25.07069	25.25193	25.29059	25.16021	24.85706	24.69897	24.80877	25.00571	25.11014	25.13539	25.15367	25.23922	25.36684	25.50318	25.69876	25.94251	26.23606	26.53912	26.83884	27.19919	27.54546	27.78552	27.90337	27.9287	27.91939	27.90138	27.90575	27.90807	27.94305	28.00135	28.07217	28.14558	28.22588	28.3333	28.44671	28.55498	28.66209	28.76177	28.84789	28.93176	29.01576	29.08446	29.1333	29.16083	29.17525	29.17439	29.16623	29.15706	29.1486	29.14282	29.14682	29.16351	29.1961	29.23296	29.24347	29.2439	29.24095	29.23134	29.22039	29.21301	29.21267	29.22314	29.23184	29.24839	29.26529	29.25982	29.23836	29.19383	29.17111	29.19276	29.19827	29.18614	29.20641	29.23284	29.26496	29.33167	29.40343	29.49177	29.57997	29.57959	29.56467	29.52229	29.50275	29.51181	29.53482	29.5704	29.57225	29.56022	29.55113	29.54532	29.51423	29.50042	29.51338	29.57755	29.64979	29.71853	29.7601	29.78741	29.80604	29.84363	29.87328	29.8962	29.90419	29.90103	29.9045	29.92163	29.98164	30.03514	30.06361	30.06437	30.06304	30.08365	30.11045	-1.E+10	30.1517	30.19198	30.2733	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.07233	30.02029	29.94107	29.75022	29.55475	29.45173	29.44356	29.61726	29.73005	29.72317	29.71399	29.78032	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	29.39531	29.74109	29.92286	29.9614	-1.E+10
0.9S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.04386	25.17274	25.26855	25.22121	24.94126	24.71777	24.81933	25.04844	25.18734	25.23373	25.23931	25.30955	25.44847	25.58629	25.78199	26.05828	26.37152	26.68474	27.00562	27.35189	27.63627	27.83035	27.92906	27.95162	27.94742	27.94432	27.95835	27.97218	28.01041	28.06579	28.13682	28.21617	28.30055	28.40668	28.51707	28.62388	28.73802	28.84303	28.92286	28.99232	29.06143	29.12097	29.15956	29.18135	29.18705	29.18391	29.18005	29.175	29.1656	29.15724	29.16164	29.17869	29.21286	29.24855	29.25721	29.24271	29.23072	29.21117	29.18988	29.17618	29.16892	29.17208	29.17686	29.1902	29.20305	29.20593	29.19576	29.16518	29.15381	29.17835	29.17735	29.17476	29.20761	29.25211	29.2889	29.33419	29.39084	29.4712	29.54829	29.53727	29.50969	29.47682	29.46708	29.46882	29.49241	29.53463	29.54164	29.52971	29.53355	29.53362	29.50595	29.48824	29.50019	29.56767	29.64856	29.72561	29.76325	29.77885	29.79507	29.83384	29.87654	29.92096	29.93969	29.94462	29.94859	29.94898	29.98952	30.03791	30.07548	30.07461	30.06769	30.1082	30.17103	30.19971	30.17559	30.2249	30.30156	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.10817	29.97912	29.87825	29.69521	29.50349	29.42193	29.4537	29.65844	29.74031	29.72362	29.7556	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	29.36865	29.70646	29.90042	29.99334	-1.E+10
0.6S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.02024	25.11625	25.23652	25.23831	25.03578	24.75504	24.83668	25.09979	25.28605	25.35695	25.35671	25.40966	25.5535	25.694	25.90711	26.19769	26.52585	26.81352	27.11526	27.4268	27.67946	27.85236	27.93787	27.96102	27.97326	27.98527	28.00845	28.03539	28.07818	28.1308	28.20314	28.28329	28.37207	28.46894	28.56704	28.66411	28.77354	28.87989	28.95387	29.01072	29.06985	29.11801	29.15269	29.17275	29.18236	29.19135	29.2008	29.20284	29.1933	29.18375	29.1902	29.20767	29.2359	29.26445	29.26847	29.24129	29.22744	29.20134	29.1693	29.15066	29.13686	29.13237	29.12903	29.13231	29.13675	29.14511	29.1479	29.14133	29.14589	29.16736	29.17346	29.18733	29.23062	29.27314	29.31622	29.35722	29.39435	29.4518	29.51317	29.49689	29.46648	29.43379	29.43163	29.43322	29.45345	29.48442	29.49718	29.49203	29.50751	29.51939	29.50093	29.48662	29.49592	29.56424	29.65625	29.73506	29.76528	29.76834	29.78178	29.82899	29.88997	29.95012	29.97742	29.98124	29.97375	29.95813	29.98953	30.03645	30.08009	30.08985	30.09542	30.15967	30.2284	30.22625	30.20053	30.26698	30.32248	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.09136	29.95568	29.84697	29.68174	29.50459	29.44636	29.53413	29.72012	29.78215	29.75558	29.76306	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	29.35831	29.633	29.80804	29.95804	-1.E+10
0.4S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.06299	25.17788	25.23088	25.12169	24.82937	24.85463	25.13777	25.3704	25.48636	25.50058	25.53955	25.68459	25.84388	26.0645	26.33499	26.62624	26.89785	27.19509	27.49047	27.7204	27.86775	27.94181	27.97584	28.00385	28.02415	28.05669	28.09767	28.14721	28.20074	28.27418	28.362	28.45635	28.54752	28.63434	28.7169	28.79751	28.89048	28.96465	29.01114	29.05984	29.09129	29.1224	29.15423	29.18333	29.20954	29.22725	29.23589	29.23221	29.22525	29.23162	29.24544	29.26087	29.27601	29.27251	29.24368	29.23368	29.2083	29.16827	29.15043	29.13249	29.11969	29.1088	29.09788	29.09022	29.09966	29.1093	29.12589	29.14653	29.17321	29.19181	29.22467	29.26832	29.30551	29.35287	29.39049	29.40782	29.44622	29.49321	29.47622	29.45069	29.42174	29.42102	29.41893	29.42487	29.4357	29.44456	29.44207	29.46144	29.48603	29.48986	29.48618	29.49823	29.56404	29.66739	29.73821	29.75844	29.75751	29.77446	29.82739	29.89913	29.96806	29.99463	29.99743	29.9808	29.96258	29.98843	30.03026	30.0815	30.10978	30.1468	30.21849	30.25716	30.24685	30.24774	30.31379	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.11475	29.94662	29.83629	29.70237	29.54431	29.51408	29.62963	29.79687	29.85992	29.82081	29.76504	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	29.3762	29.54037	29.70791	29.88018	-1.E+10
0.1S	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.02657	25.11748	25.20561	25.17857	24.91315	24.86969	25.13886	25.42152	25.59663	25.64623	25.69361	25.82765	25.99695	26.20102	26.44435	26.7184	26.97397	27.26561	27.53981	27.74435	27.87506	27.94704	27.99437	28.03321	28.0624	28.10028	28.14102	28.19196	28.24815	28.33178	28.43122	28.53377	28.62618	28.71102	28.78291	28.84506	28.91521	28.98088	29.02376	29.06537	29.0922	29.12348	29.16078	29.19908	29.23574	29.25594	29.27117	29.27963	29.28207	29.28725	29.293	29.2952	29.30477	29.29695	29.26711	29.25976	29.23305	29.18817	29.17924	29.16288	29.14354	29.12511	29.10247	29.08717	29.08988	29.10942	29.14006	29.16655	29.20026	29.23186	29.27143	29.31017	29.34012	29.38486	29.42138	29.43324	29.45683	29.49143	29.48402	29.47054	29.44698	29.44526	29.43355	29.41544	29.40622	29.40539	29.40133	29.42207	29.44779	29.46965	29.47647	29.49907	29.56042	29.66315	29.72235	29.74369	29.7435	29.76104	29.81321	29.89575	29.9633	29.99196	30.00787	29.99568	29.97782	29.99617	30.02568	30.08208	30.138	30.2078	30.26706	30.28201	30.28029	30.31294	30.37357	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.13351	29.92373	29.83192	29.74222	29.61158	29.58642	29.69435	29.86747	29.97027	29.93596	29.79291	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	29.43468	29.44775	29.63862	29.77464	-1.E+10
0.1N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.11224	25.17294	25.19538	25.02544	24.8759	25.08981	25.42421	25.67049	25.77703	25.8549	25.97786	26.12517	26.30872	26.53906	26.79387	27.0355	27.31375	27.57	27.76203	27.88332	27.95636	28.01335	28.05206	28.08618	28.12514	28.17134	28.23045	28.29045	28.37783	28.49389	28.60496	28.70535	28.79385	28.86353	28.91694	28.9704	29.01806	29.05016	29.09071	29.11903	29.15632	29.20023	29.2383	29.27299	29.2928	29.31604	29.33758	29.34783	29.35546	29.35737	29.3513	29.35556	29.3419	29.30951	29.29756	29.26912	29.2264	29.21951	29.20551	29.18177	29.16492	29.13227	29.10997	29.10817	29.13131	29.15858	29.18594	29.22084	29.25788	29.29961	29.33438	29.36997	29.41483	29.45001	29.46861	29.48664	29.51344	29.50807	29.50319	29.48102	29.48036	29.45985	29.42998	29.4053	29.39903	29.39066	29.40376	29.41826	29.43143	29.45046	29.48598	29.54738	29.64462	29.68678	29.714	29.71854	29.73649	29.79527	29.87592	29.94153	29.98074	30.02314	30.02335	30.00761	30.01598	30.02916	30.08662	30.17352	30.25599	30.29332	30.30003	30.31252	30.30897	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.11913	29.89583	29.8241	29.77905	29.68154	29.66248	29.75944	29.91428	30.04605	30.05002	29.81803	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	29.55263	29.45691	29.61755	29.7265	29.67417
0.4N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.02286	25.10722	25.1822	25.11061	24.90708	25.01585	25.38701	25.69801	25.87247	25.981	26.11456	26.26205	26.42892	26.61114	26.82086	27.06952	27.33676	27.57793	27.77044	27.89008	27.96606	28.02317	28.0537	28.08014	28.12524	28.18472	28.26424	28.33559	28.4275	28.54739	28.66394	28.77538	28.8613	28.92904	28.98111	29.03311	29.07196	29.09893	29.13769	29.17104	29.21148	29.25456	29.289	29.32121	29.3463	29.37581	29.40467	29.42266	29.43012	29.43026	29.41718	29.41287	29.39307	29.35843	29.33609	29.29738	29.25821	29.25195	29.23727	29.21332	29.19382	29.16002	29.12994	29.12492	29.14645	29.17055	29.19467	29.22919	29.27175	29.30954	29.34249	29.39269	29.44178	29.48546	29.50889	29.5122	29.5178	29.49615	29.48327	29.46587	29.47328	29.45688	29.43381	29.41175	29.39802	29.38302	29.38836	29.39223	29.39816	29.41661	29.45254	29.50486	29.5978	29.63346	29.66638	29.68689	29.71494	29.77283	29.84664	29.91574	29.97332	30.04491	30.0596	30.05435	30.05109	30.04949	30.10835	30.20724	30.28215	30.30307	30.31017	30.32318	30.28122	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.098	29.87037	29.80199	29.79181	29.7378	29.71325	29.78813	29.93915	30.09902	30.18124	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	29.70063	29.54944	29.60958	29.68448	29.77674
0.6N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	25.11325	25.17017	25.17033	24.99077	24.94649	25.30039	25.6605	25.90746	26.05115	26.19075	26.3468	26.5108	26.66335	26.82556	27.06371	27.32572	27.57053	27.7675	27.88039	27.94825	27.99328	28.02206	28.05023	28.10069	28.17177	28.2671	28.35495	28.45616	28.57043	28.68564	28.79701	28.89669	28.97743	29.04224	29.10243	29.14727	29.17916	29.21422	29.24455	29.27741	29.31459	29.34828	29.38119	29.41034	29.44395	29.47735	29.49391	29.49746	29.491	29.47393	29.46569	29.44407	29.41099	29.38421	29.34303	29.30177	29.28785	29.2685	29.23792	29.21606	29.18071	29.15053	29.14007	29.14754	29.17208	29.19452	29.23342	29.28211	29.32085	29.35757	29.41882	29.46862	29.51359	29.52916	29.51669	29.49311	29.44557	29.40024	29.36632	29.36655	29.38475	29.41425	29.41744	29.40417	29.39124	29.38342	29.37264	29.36351	29.36437	29.39251	29.43478	29.51808	29.55033	29.5914	29.64069	29.67868	29.73622	29.82416	29.90337	29.97663	30.06066	30.08926	30.10782	30.09934	30.0978	30.15516	30.24616	30.29755	30.30059	30.30616	30.31073	30.24056	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	30.06236	29.84803	29.76717	29.77476	29.76377	29.7374	29.77918	29.93827	30.11588	30.24171	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	29.74667	29.64493	29.61301	29.63103	29.80075
0.9N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	24.9713	25.09305	25.16739	25.08116	24.9452	25.16118	25.56312	25.86125	26.0361	26.21122	26.4089	26.58606	26.71524	26.82092	27.02893	27.29363	27.54889	27.74884	27.86047	27.91849	27.95217	27.97691	28.01284	28.06207	28.13112	28.22788	28.32281	28.43536	28.55803	28.67701	28.78761	28.89779	28.99803	29.08231	29.15348	29.20484	29.24269	29.27718	29.30623	29.33738	29.37201	29.40311	29.43222	29.46485	29.49718	29.52711	29.53525	29.53219	29.51665	29.49947	29.48693	29.45924	29.42715	29.40437	29.37491	29.338	29.32509	29.29956	29.26443	29.23761	29.19793	29.17087	29.15427	29.15627	29.17504	29.20396	29.24611	29.30433	29.3482	29.39215	29.44764	29.49045	29.52489	29.52638	29.50301	29.45391	29.37359	29.2811	29.19917	29.15982	29.19026	29.28574	29.36665	29.38851	29.38914	29.37968	29.35248	29.3268	29.31244	29.32664	29.3552	29.42095	29.45218	29.50517	29.58111	29.63533	29.69047	29.79572	29.89535	29.97296	30.06251	30.10216	30.14979	30.15582	30.16587	30.21775	30.29272	30.31954	30.28424	30.30098	30.33722	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	29.98146	29.82008	29.73253	29.75669	29.76911	29.75025	29.77249	29.9468	30.12176	30.26551	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	29.62417	29.63216	29.6302	29.62901	29.84044
