             VARIABLE : Salinity (psu)
             DATA SET : GODAS-MOM OUTPUT
             FILENAME : ts_5day.nc
             FILEPATH : /home/las/datasets/ocean_analysis/NRIG/
             BAD FLAG : -1.E+10       
             SUBSET   : 180 by 188 points (LONGITUDE-LATITUDE)
             DEPTH (m): 5
             TIME     : 06-AUG-2016 12:00 JULIAN
  	30.3E	30.8E	31.3E	31.8E	32.3E	32.8E	33.3E	33.8E	34.3E	34.8E	35.3E	35.8E	36.3E	36.8E	37.3E	37.8E	38.3E	38.8E	39.3E	39.8E	40.3E	40.8E	41.3E	41.8E	42.3E	42.8E	43.3E	43.8E	44.3E	44.8E	45.3E	45.8E	46.3E	46.8E	47.3E	47.8E	48.3E	48.8E	49.3E	49.8E	50.3E	50.8E	51.3E	51.8E	52.3E	52.8E	53.3E	53.8E	54.3E	54.8E	55.3E	55.8E	56.3E	56.8E	57.3E	57.8E	58.3E	58.8E	59.3E	59.8E	60.3E	60.8E	61.3E	61.8E	62.3E	62.8E	63.3E	63.8E	64.3E	64.8E	65.3E	65.8E	66.3E	66.8E	67.3E	67.8E	68.3E	68.8E	69.3E	69.8E	70.3E	70.8E	71.3E	71.8E	72.3E	72.8E	73.3E	73.8E	74.3E	74.8E	75.3E	75.8E	76.3E	76.8E	77.3E	77.8E	78.3E	78.8E	79.3E	79.8E	80.3E	80.8E	81.3E	81.8E	82.3E	82.8E	83.3E	83.8E	84.3E	84.8E	85.3E	85.8E	86.3E	86.8E	87.3E	87.8E	88.3E	88.8E	89.3E	89.8E	90.3E	90.8E	91.3E	91.8E	92.3E	92.8E	93.3E	93.8E	94.3E	94.8E	95.3E	95.8E	96.3E	96.8E	97.3E	97.8E	98.3E	98.8E	99.3E	99.8E	100.3E	100.8E	101.3E	101.8E	102.3E	102.8E	103.3E	103.8E	104.3E	104.8E	105.3E	105.8E	106.3E	106.8E	107.3E	107.8E	108.3E	108.8E	109.3E	109.8E	110.3E	110.8E	111.3E	111.8E	112.3E	112.8E	113.3E	113.8E	114.3E	114.8E	115.3E	115.8E	116.3E	116.8E	117.3E	117.8E	118.3E	118.8E	119.3E	119.8E
14.1N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	36.8996	37.02121	37.16901	36.87459	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	36.39217	36.38755	36.34342	36.16496	35.95365	35.8698	35.85983	35.89211	35.99769	35.96929	35.94436	35.94723	35.94302	35.93775	35.99531	35.98341	35.92367	35.88895	35.98511	36.02092	35.9957	36.00021	36.03568	36.11292	36.21313	36.30552	36.35703	36.37969	36.40446	36.4449	36.48712	36.531	36.587	36.65278	36.70563	36.73083	36.74264	36.75437	36.75707	36.74392	36.71912	36.69646	36.63186	36.5074	36.3375	36.11972	35.85817	35.4901	35.13422	34.89225	34.60147	34.35531	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.32857	33.37713	33.45502	33.46303	33.42631	33.31943	33.22676	33.17382	33.1316	33.09282	33.06043	33.03551	33.0104	32.98046	32.95534	32.94965	32.94738	32.93181	32.91481	32.90834	32.9165	32.941	32.95404	32.98085	33.02256	33.14531	33.26868	33.23407	33.09858	32.96463	32.84735	32.65589	32.44594	32.08537	31.60628	31.16774	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	34.20432	34.09727	34.00721	34.02376	34.16755	34.2232	34.28188	34.33751	34.37924	34.3965	34.40009	34.42805	34.43848	34.41272	34.34435	34.28586	34.23955	34.19985	34.16124	34.09185	33.989	33.90012
14.4N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	37.03985	37.38254	37.62347	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	36.34186	36.3049	36.18249	35.99191	35.88707	35.87207	35.88174	35.98838	35.9828	35.96114	35.9578	35.94624	35.9389	36.01579	36.01287	35.94102	35.89974	35.97045	36.00064	35.9848	35.9919	36.02354	36.11023	36.23438	36.32562	36.36042	36.37338	36.40377	36.45858	36.51181	36.55723	36.60659	36.67135	36.72418	36.74849	36.76013	36.7673	36.76124	36.73838	36.71034	36.67	36.59272	36.48106	36.32041	36.09388	35.80944	35.44131	35.06149	34.81957	34.5924	34.3142	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.42337	33.38206	33.42532	33.46545	33.48387	33.4197	33.31078	33.22657	33.17244	33.13343	33.10312	33.07447	33.04036	33.01136	32.99746	32.99483	32.99033	32.98402	32.97869	32.97467	32.97324	32.9694	32.97384	33.01543	33.08774	33.22959	33.31383	33.20378	32.96466	32.83541	32.73805	32.4623	32.25628	32.00572	31.51233	30.99468	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	34.23879	34.10336	34.00703	34.04563	34.15056	34.17767	34.21708	34.27007	34.31877	34.34992	34.37669	34.41312	34.43661	34.41518	34.35421	34.29643	34.24262	34.18897	34.13306	34.04866	33.95271	33.87214
14.7N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	37.15219	37.27784	37.36013	37.73994	37.93289	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	36.28196	36.1931	36.03049	35.90817	35.88362	35.88075	35.96601	35.98545	35.97532	35.96613	35.94396	35.94155	36.04099	36.0453	35.97844	35.91566	35.94957	35.97257	35.97249	35.98845	36.01784	36.10358	36.23896	36.32584	36.34089	36.35334	36.39782	36.46668	36.52414	36.56577	36.61378	36.68115	36.73236	36.75486	36.76563	36.76823	36.75707	36.72392	36.68249	36.63358	36.5694	36.4753	36.31835	36.0778	35.76656	35.37558	34.97263	34.70741	34.55088	34.38451	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.54905	33.48259	33.43377	33.44719	33.47614	33.46722	33.40096	33.31152	33.24117	33.19273	33.15663	33.10994	33.05842	33.01949	33.00999	33.01258	33.01532	33.01577	33.00548	32.99144	32.98042	32.96623	32.9796	33.04618	33.15042	33.29161	33.33204	33.09882	32.74358	32.68557	32.61204	32.25138	32.03397	31.87992	31.42899	30.85323	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	34.20451	34.12688	34.01515	34.04359	34.11551	34.13737	34.15466	34.19044	34.23225	34.26208	34.29705	34.35304	34.41133	34.4127	34.37143	34.31428	34.25333	34.18366	34.11703	34.03281	33.93928	33.83914
15N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	37.25535	37.54562	37.90071	38.08055	38.06842	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	36.18887	36.04885	35.92035	35.89537	35.87794	35.9285	35.9631	35.96376	35.95447	35.93227	35.9481	36.06644	36.07845	36.02545	35.9398	35.94441	35.95548	35.96708	35.99151	36.01879	36.09834	36.23205	36.30431	36.31809	36.33603	36.3903	36.46748	36.52496	36.56192	36.61086	36.68135	36.73196	36.75092	36.76162	36.76281	36.75114	36.72128	36.67744	36.62944	36.57563	36.48587	36.31812	36.05989	35.72886	35.30016	34.87601	34.58891	34.36396	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.67209	33.64912	33.5324	33.48174	33.47537	33.47167	33.44744	33.39029	33.32352	33.25948	33.20502	33.13834	33.06274	33.01245	33.00932	33.01794	33.02921	33.02353	33.00314	32.98209	32.97106	32.96003	32.98797	33.08527	33.20623	33.337	33.33533	32.94838	32.58456	32.56165	32.38502	32.00235	31.80153	31.66282	31.32363	30.91094	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.81813	34.00638	34.11063	34.04033	34.04293	34.07811	34.10441	34.12375	34.14423	34.16348	34.17455	34.19843	34.2635	34.35759	34.39977	34.38414	34.33705	34.27414	34.18884	34.11289	34.03089	33.93255	33.81535
15.3N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	37.52567	37.38569	37.4184	37.83162	38.32699	38.34578	38.16471	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.91066	35.8982	35.90698	35.93119	35.93925	35.93208	35.91983	35.96703	36.08856	36.09738	36.06621	35.98524	35.9536	35.95687	35.97537	36.00541	36.0334	36.10805	36.22338	36.28206	36.29931	36.32217	36.38159	36.46301	36.51675	36.54642	36.5939	36.6676	36.71336	36.72276	36.73425	36.74514	36.7448	36.72686	36.69515	36.65923	36.60849	36.49944	36.30887	36.03607	35.69801	35.2435	34.8053	34.51253	34.30997	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.77319	33.78389	33.65778	33.56261	33.51001	33.48209	33.4628	33.42858	33.38354	33.31958	33.24785	33.15451	33.05469	33.00264	33.00316	33.01818	33.03152	33.0148	32.98585	32.96541	32.96286	32.96003	33.01423	33.13637	33.26285	33.3767	33.31944	32.76429	32.43124	32.37142	32.07073	31.81551	31.63175	31.44072	31.20566	31.03865	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.8342	33.91202	34.07315	34.05798	34.05077	34.06047	34.08266	34.11269	34.13839	34.14719	34.13984	34.13589	34.17427	34.27992	34.36895	34.38852	34.36485	34.30567	34.20471	34.11325	34.02858	33.93173	33.81857
15.7N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	37.46319	37.40059	37.56371	37.96194	38.51608	38.52668	38.24271	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.95915	35.92965	35.93786	35.94046	35.92975	35.92342	35.99758	36.101	36.10345	36.09344	36.03754	35.98851	35.98767	36.00223	36.02687	36.05331	36.12632	36.213	36.25974	36.28382	36.31113	36.37105	36.45421	36.50777	36.52928	36.57035	36.63923	36.67269	36.66948	36.68283	36.71118	36.73219	36.73306	36.7203	36.69536	36.62897	36.49649	36.28497	36.01129	35.6838	35.22708	34.77578	34.43698	34.3764	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.83273	33.83285	33.74594	33.63343	33.55167	33.49324	33.46111	33.42963	33.39165	33.33953	33.26847	33.16177	33.05301	33.00385	32.99363	33.01657	33.02735	32.99865	32.96922	32.95778	32.96198	32.96527	33.05425	33.20053	33.33804	33.42865	33.2948	32.59375	32.26031	32.19894	31.90996	31.77651	31.59179	31.35096	31.16019	31.13851	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.88772	33.94763	34.06663	34.07341	34.0696	34.07641	34.10099	34.13503	34.15864	34.16474	34.15008	34.12047	34.12123	34.19904	34.31554	34.37976	34.38413	34.33983	34.23046	34.11913	34.02798	33.93517	33.83826
16N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	37.7043	37.42401	37.40889	37.7164	38.15089	38.68217	38.68068	38.26163	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	36.02284	35.96584	35.96027	35.96266	35.94716	35.93866	36.01366	36.10238	36.10396	36.08666	36.06287	36.02729	36.02467	36.03456	36.0493	36.07367	36.13581	36.19875	36.24406	36.27525	36.30508	36.36048	36.44107	36.49873	36.51419	36.53826	36.58913	36.60447	36.59149	36.608	36.65834	36.70818	36.73078	36.72937	36.70911	36.62569	36.46392	36.24478	35.98676	35.67899	35.22492	34.71624	34.12502	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.7572	33.78362	33.72409	33.62553	33.51803	33.45259	33.40729	33.35986	33.32619	33.27394	33.18158	33.08878	33.01073	32.98122	33.00691	33.0143	32.98575	32.95757	32.9531	32.959	32.96899	33.08018	33.26382	33.41696	33.48216	33.30318	32.54908	32.16108	32.14717	-1.E+10	31.75797	31.67111	31.41488	31.17196	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.8747	33.94888	34.02137	34.09734	34.11646	34.13059	34.15876	34.18928	34.20862	34.21145	34.20265	34.17545	34.1312	34.10529	34.13713	34.24984	34.34734	34.3878	34.36963	34.27143	34.1405	34.03366	33.95033	33.88255
16.3N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	37.69794	37.4046	37.42562	38.05572	38.56998	38.89087	38.84731	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	36.06303	35.99419	35.97926	35.98397	35.97336	35.96127	36.0064	36.0882	36.10228	36.07579	36.05833	36.04568	36.0455	36.05039	36.06066	36.08841	36.14114	36.19781	36.24314	36.27404	36.30284	36.35091	36.42357	36.48589	36.50328	36.50703	36.52792	36.52996	36.51474	36.53265	36.59917	36.67422	36.72022	36.7284	36.7084	36.59988	36.4197	36.20047	35.95997	35.65412	35.20789	34.61938	33.87755	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.70877	33.71967	33.70383	33.55577	33.45045	33.39597	33.34352	33.31796	33.28182	33.21355	33.14708	33.05382	32.98141	32.98671	32.98646	32.97156	32.9444	32.94071	32.94849	32.96456	33.08851	33.30486	33.47272	33.51802	33.36379	32.6792	32.22491	-1.E+10	-1.E+10	-1.E+10	31.70864	31.52034	31.1812	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.8461	33.94012	34.04487	34.11039	34.1785	34.21746	34.24503	34.25565	34.26099	34.25777	34.24754	34.22702	34.18837	34.14588	34.11042	34.11249	34.1934	34.30249	34.37523	34.38643	34.32393	34.18024	34.05251	33.97199	33.9174
16.7N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	37.75352	37.42192	37.59565	38.51511	38.99557	39.04936	38.88155	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	36.01341	35.99908	35.99992	35.98296	35.97341	35.98232	36.05044	36.0995	36.07781	36.04852	36.02924	36.03112	36.04211	36.0626	36.10366	36.1641	36.21805	36.24925	36.26698	36.29163	36.33462	36.39963	36.46523	36.49308	36.49102	36.48763	36.47827	36.46482	36.4824	36.55776	36.64971	36.71267	36.72556	36.69654	36.57078	36.38554	36.17062	35.92791	35.58877	35.11454	34.48277	33.68961	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.63825	33.61658	33.555	33.51594	33.42071	33.34612	33.30255	33.26038	33.20693	33.12818	33.03566	32.98876	32.97093	32.95743	32.93201	32.92418	32.92778	32.94599	33.07748	33.31769	33.49892	33.53801	33.4241	32.89908	32.36946	-1.E+10	-1.E+10	-1.E+10	-1.E+10	31.46721	31.16638	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.89639	34.01843	34.13341	34.20188	34.26382	34.28987	34.27749	34.26649	34.2626	34.25325	34.24491	34.22281	34.18732	34.1603	34.13054	34.11712	34.16019	34.25931	34.34254	34.38795	34.36785	34.23907	34.09296	34.00027	33.92826
17N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	37.84355	37.53365	38.17334	38.97591	39.22105	39.10666	38.86425	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.96021	35.97245	35.94115	35.95794	36.03853	36.04818	36.02883	35.99633	35.99522	36.01458	36.0623	36.13626	36.19976	36.22876	36.22989	36.23715	36.2631	36.30632	36.36676	36.43256	36.47247	36.47713	36.46906	36.45315	36.44334	36.46775	36.54861	36.64606	36.71449	36.72611	36.67807	36.54179	36.35733	36.16198	35.91176	35.51286	34.92923	34.33072	33.5597	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.68202	33.72011	33.69011	33.49538	33.34886	33.31092	33.28674	33.25368	33.18784	33.10981	33.03407	32.98278	32.9538	32.93041	32.91401	32.90348	32.92043	33.05376	33.31731	33.51798	33.54478	33.43494	33.0181	32.36901	-1.E+10	-1.E+10	-1.E+10	-1.E+10	31.39142	31.09862	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.76745	33.88811	34.02753	34.16559	34.27658	34.32063	34.31362	34.277	34.27258	34.26791	34.24606	34.23494	34.21521	34.19905	34.195	34.16646	34.13363	34.14941	34.2261	34.30594	34.37514	34.3885	34.30038	34.14505	34.04108	33.97213
17.4N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	38.76469	38.06404	37.96309	38.92297	39.26851	39.25862	39.07849	38.83198	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.81942	35.82302	35.88772	35.92738	35.93922	35.93959	35.94702	35.98103	36.06171	36.16179	36.20335	36.19216	36.18585	36.19733	36.23102	36.27605	36.33059	36.38995	36.43647	36.45462	36.45193	36.43959	36.43852	36.47639	36.57054	36.67272	36.73338	36.7321	36.65467	36.51337	36.33101	36.15133	35.86832	35.36546	34.74424	34.25104	33.48223	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.76603	33.84626	33.74982	33.45514	33.24148	33.21257	33.25153	33.24487	33.20882	33.15181	33.08638	33.02321	32.97508	32.93883	32.90302	32.88062	32.89613	33.02811	33.30867	33.52636	33.54059	33.39341	32.97618	32.26138	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.72061	33.75141	33.84199	33.9116	34.04267	34.23962	34.32056	34.32249	34.28996	34.29773	34.30183	34.26816	34.24949	34.23862	34.24978	34.25574	34.21559	34.15449	34.15381	34.20446	34.27528	34.35298	34.38815	34.33454	34.18664	34.0745	34.00696
17.7N	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	38.74197	38.37206	38.69706	39.25439	39.29526	39.23623	39.0485	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	35.78033	35.79383	35.81714	35.85473	35.88251	35.90528	35.95225	36.04677	36.14194	36.14653	36.13924	36.14566	36.18002	36.22286	36.26828	36.31532	36.3634	36.40604	36.43274	36.43864	36.43528	36.44928	36.5249	36.63112	36.72615	36.76027	36.73709	36.62941	36.47504	36.30232	36.11792	35.73899	35.13523	34.59675	34.19653	33.29625	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.72649	33.42542	33.06649	32.98558	33.05501	33.15031	33.15909	33.1319	33.08593	33.03547	32.98346	32.93311	32.88025	32.85963	32.86584	33.00477	33.2985	33.52162	33.526	33.31955	32.91389	32.15075	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	-1.E+10	33.64597	33.68042	33.72816	33.66774	33.68383	33.86357	34.08125	34.23188	34.27388	34.30978	34.33723	34.31749	34.30695	34.30381	34.31696	34.31663	34.26402	34.18692	34.17308	34.20698	34.2696	34.34412	34.3823	34.34177	34.20127	34.0992	34.03044
