             VARIABLE : zonal current (m/sec)
             DATA SET : GODAS-MOM OUTPUT
             FILENAME : uv_5day.nc
             FILEPATH : /home/las/datasets/ocean_analysis/NRIG/
             BAD FLAG : -10           
             SUBSET   : 181 by 189 points (LONGITUDE-LATITUDE)
             DEPTH (m): 5
             TIME     : 06-AUG-2016 12:00 JULIAN
  	30E  	30.5E	31E  	31.5E	32E  	32.5E	33E  	33.5E	34E  	34.5E	35E  	35.5E	36E  	36.5E	37E  	37.5E	38E  	38.5E	39E  	39.5E	40E  	40.5E	41E  	41.5E	42E  	42.5E	43E  	43.5E	44E  	44.5E	45E  	45.5E	46E  	46.5E	47E  	47.5E	48E  	48.5E	49E  	49.5E	50E  	50.5E	51E  	51.5E	52E  	52.5E	53E  	53.5E	54E  	54.5E	55E  	55.5E	56E  	56.5E	57E  	57.5E	58E  	58.5E	59E  	59.5E	60E  	60.5E	61E  	61.5E	62E  	62.5E	63E  	63.5E	64E  	64.5E	65E  	65.5E	66E  	66.5E	67E  	67.5E	68E  	68.5E	69E  	69.5E	70E  	70.5E	71E  	71.5E	72E  	72.5E	73E  	73.5E	74E  	74.5E	75E  	75.5E	76E  	76.5E	77E  	77.5E	78E  	78.5E	79E  	79.5E	80E  	80.5E	81E  	81.5E	82E  	82.5E	83E  	83.5E	84E  	84.5E	85E  	85.5E	86E  	86.5E	87E  	87.5E	88E  	88.5E	89E  	89.5E	90E  	90.5E	91E  	91.5E	92E  	92.5E	93E  	93.5E	94E  	94.5E	95E  	95.5E	96E  	96.5E	97E  	97.5E	98E  	98.5E	99E  	99.5E	100E  	100.5E	101E  	101.5E	102E  	102.5E	103E  	103.5E	104E  	104.5E	105E  	105.5E	106E  	106.5E	107E  	107.5E	108E  	108.5E	109E  	109.5E	110E  	110.5E	111E  	111.5E	112E  	112.5E	113E  	113.5E	114E  	114.5E	115E  	115.5E	116E  	116.5E	117E  	117.5E	118E  	118.5E	119E  	119.5E	120E  
4.5S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.06804956	-0.007938812	-0.01735842	-0.08276187	-0.132105	-0.1239838	-0.1020545	-0.0389684	0.07818316	0.1958766	0.2783407	0.3380497	0.3636465	0.3729176	0.3577145	0.3389274	0.2903678	0.2302032	0.2487176	0.3267225	0.3624696	0.3230294	0.2501875	0.2219314	0.2166361	0.2137115	0.1799168	0.1452453	0.1206306	0.1296384	0.1354423	0.1773454	0.2614585	0.4127734	0.5712752	0.7041286	0.8207814	0.8876839	0.8978782	0.8685068	0.8210185	0.7676356	0.7146157	0.6494602	0.5891976	0.520041	0.4309951	0.3621917	0.3272519	0.2851068	0.2446098	0.2083815	0.1782196	0.1496018	0.1256765	0.1056786	0.08375254	0.05951118	0.04069041	0.0274516	0.01249338	-0.005439237	-0.02798134	-0.03559468	-0.05322132	-0.09261427	-0.145927	-0.2116013	-0.274825	-0.3007905	-0.3175141	-0.3177015	-0.2859471	-0.2519252	-0.2233973	-0.2199337	-0.2322803	-0.2465487	-0.2635197	-0.2674177	-0.2641789	-0.2542451	-0.2395264	-0.2180834	-0.1957106	-0.1767492	-0.1826097	-0.1993432	-0.2165456	-0.2389205	-0.232215	-0.2117301	-0.189033	-0.1667675	-0.1661636	-0.189897	-0.2340124	-0.2487761	-0.2224885	-0.200313	-0.173135	-0.1380823	-0.09637147	-0.06173499	-0.03538373	-0.02932355	-0.02461635	-0.04085869	-0.07145471	-0.1016527	-0.1320554	-0.145965	-0.1486356	-0.1471739	-0.1386751	-0.1298726	-0.1243638	-0.1232398	-0.1144516	-0.09090859	-0.08120298	-0.06972908	-0.04794601	-0.0614749	-0.1313743	-0.1075588	-10	-10	-10	-10	-10	-10	-10	-10	-0.04080698	-0.1078245	-0.08415709	-0.07389767	-0.07962602	-0.05938931	-0.03182931	-0.004305848	-0.04247615	-0.111503	-0.1924726	-0.2571872	-0.2594695	-0.2139314	-0.1732657	-0.1553591	-0.1535917	-0.1398661	-0.1148683	-0.06022486	0.01472084	0.1330266	0.2240413	0.1245341	-10	-10	-10
4.3S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.09629609	0.1300663	0.07179113	-0.02955175	-0.1114481	-0.1461319	-0.1594679	-0.14469	-0.05277087	0.08470403	0.2010938	0.2830505	0.3182656	0.3193505	0.2905332	0.2611427	0.209564	0.1680672	0.2384519	0.2800289	0.2402825	0.1559445	0.08870161	0.07567295	0.07729746	0.06104562	0.03995607	0.02416563	0.04167784	0.07988553	0.1530818	0.269583	0.4310377	0.5876356	0.6862955	0.7320913	0.7271884	0.6925384	0.6479838	0.5965308	0.5391548	0.4884908	0.4402459	0.3922214	0.3446573	0.2898768	0.2387222	0.2033643	0.1559286	0.1107192	0.07477318	0.04055807	0.01917792	-0.000409448	-0.01732937	-0.03941869	-0.06402025	-0.08066402	-0.08836618	-0.1046802	-0.1205795	-0.1350887	-0.1545975	-0.164539	-0.1814359	-0.2219284	-0.2683848	-0.3279712	-0.3628271	-0.3842012	-0.4053244	-0.3833571	-0.3414853	-0.3010916	-0.2705552	-0.2774312	-0.2927976	-0.2964407	-0.2974276	-0.3003599	-0.2968166	-0.2835524	-0.2541936	-0.2384503	-0.2184209	-0.1964256	-0.1969357	-0.2162577	-0.229757	-0.2441893	-0.2455596	-0.2330367	-0.2155509	-0.2059007	-0.2189218	-0.26589	-0.3209087	-0.3057956	-0.2907185	-0.2656678	-0.2372563	-0.1978856	-0.1506409	-0.09410984	-0.04037677	-0.01358858	-0.009555798	-0.02840493	-0.05897684	-0.09960319	-0.1398304	-0.1555791	-0.1536852	-0.1430992	-0.1317774	-0.1193856	-0.1117216	-0.114767	-0.1010929	-0.08268867	-0.08268771	-0.0766525	-0.06413197	-0.1096203	-0.1713302	-0.1364521	-10	-10	-10	-10	-10	-10	-10	-10	-0.01938192	-0.0743106	-0.06447084	-0.07493959	-0.05970138	-0.03491452	-0.0151529	0.0007829034	0.02441157	-0.001970705	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.05657418	0.1335328	0.1789051	0.07943124	-10	-10	-10
4S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.056635	0.1639379	0.1205777	-0.04268659	-0.06711141	-0.1518407	-0.2070064	-0.2287936	-0.1655187	-0.03957445	0.105231	0.2060281	0.255522	0.2463531	0.2166092	0.1816258	0.1319214	0.1470941	0.2034167	0.1688368	0.07253395	-0.02142148	-0.07031041	-0.06584346	-0.08167473	-0.09806755	-0.1041517	-0.06877574	-0.01875866	0.09004984	0.2389714	0.4234175	0.5633881	0.5967053	0.5794934	0.5216277	0.4723941	0.4275795	0.3836502	0.3307968	0.2734737	0.22229	0.1824065	0.1539131	0.1304755	0.1011554	0.0729198	0.01243144	-0.0420895	-0.0682907	-0.1025898	-0.1310644	-0.148482	-0.1612214	-0.1690717	-0.1804589	-0.1997967	-0.2042187	-0.2150682	-0.2287487	-0.2397357	-0.254445	-0.2675366	-0.2753364	-0.2961199	-0.3378183	-0.3803699	-0.413976	-0.4312439	-0.4570356	-0.468677	-0.4302833	-0.3848533	-0.346491	-0.323986	-0.3332684	-0.3391313	-0.3238901	-0.313036	-0.3128764	-0.3098485	-0.2907435	-0.259678	-0.2511776	-0.2303668	-0.2162984	-0.2143987	-0.2259475	-0.2366827	-0.2474812	-0.2518021	-0.2501318	-0.2408966	-0.237218	-0.2830666	-0.3511163	-0.36893	-0.3485441	-0.3371619	-0.3190033	-0.2906283	-0.2436876	-0.188135	-0.1261642	-0.07131415	-0.03282712	-0.01624198	-0.02970238	-0.05471458	-0.09963479	-0.1464561	-0.1613746	-0.1550762	-0.1398976	-0.1232377	-0.1085945	-0.1025414	-0.09072981	-0.08850082	-0.07439251	-0.08969867	-0.08131935	-0.09360083	-0.1537516	-0.1112578	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.008003029	-0.04250953	-0.05483809	-0.06884575	-0.07175906	-0.04854074	-0.05713689	-0.02897012	0.007454902	0.01831029	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.03050362	0.07564668	0.04803694	0.002149001	-10	-10	-10
3.8S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.523684	0.5385628	0.1964385	0.09111404	-0.06061352	-0.1223581	-0.2305118	-0.2685483	-0.2405961	-0.1186177	0.01964809	0.1292739	0.1600759	0.1470631	0.1303031	0.09067512	0.06510217	0.1171855	0.1084053	0.01310702	-0.1059586	-0.1817554	-0.2177311	-0.2295241	-0.2407331	-0.24472	-0.2008568	-0.1249876	-0.007934604	0.1479494	0.3566313	0.457568	0.4562624	0.3885249	0.3330017	0.2864671	0.2368755	0.190158	0.1415859	0.08664975	0.03162491	-0.01504238	-0.03588468	-0.04409875	-0.05622302	-0.07950842	-0.1315257	-0.1877977	-0.2074195	-0.2272573	-0.2605956	-0.286788	-0.3066009	-0.3195026	-0.3204072	-0.3188426	-0.3256154	-0.3274014	-0.331387	-0.3388908	-0.346901	-0.3533389	-0.3588114	-0.3660028	-0.3950168	-0.4335924	-0.4616722	-0.4742768	-0.4949615	-0.5125881	-0.5019505	-0.4629693	-0.4188127	-0.3913758	-0.3763947	-0.3759896	-0.3672307	-0.3395576	-0.3197429	-0.3183243	-0.3164639	-0.2941318	-0.2619056	-0.2539425	-0.2331028	-0.2221641	-0.2227748	-0.2251241	-0.2304953	-0.2407237	-0.2526872	-0.2582506	-0.2596402	-0.2778857	-0.354625	-0.3980523	-0.3853309	-0.3851448	-0.366973	-0.3489818	-0.3268096	-0.2779807	-0.2210382	-0.1622684	-0.1102453	-0.06632185	-0.04751691	-0.05329147	-0.07554244	-0.1154929	-0.1513723	-0.1660282	-0.1606802	-0.141343	-0.114292	-0.09824867	-0.08499581	-0.07759303	-0.06778613	-0.07706439	-0.09613765	-0.1162803	-0.125448	-0.2134206	-0.1747916	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.001786292	-0.02139197	-0.03701786	-0.06716739	-0.06658967	-0.07580886	-0.1031668	-0.09389187	-0.02004029	0.002648038	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.002748315	-0.01649188	-0.05998711	-0.03354825	-10	-10	-10
3.5S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.4319116	0.3179356	0.1203167	0.00747756	-0.1176527	-0.2017273	-0.2922789	-0.2481356	-0.1559125	-0.02659427	0.03624062	0.04940172	0.03280982	0.02791267	0.002802716	0.02730924	0.03955995	-0.03285079	-0.1549485	-0.2697724	-0.3322709	-0.3666866	-0.3840297	-0.3795758	-0.3406793	-0.2421155	-0.112678	0.0420818	0.2266786	0.3173961	0.2858485	0.2114193	0.1650028	0.1373207	0.08968139	0.02280072	-0.03385045	-0.08232315	-0.1249258	-0.170795	-0.2106046	-0.2301337	-0.2387099	-0.2490657	-0.2776837	-0.3125649	-0.339131	-0.355011	-0.3814113	-0.4073097	-0.4294322	-0.4474075	-0.4594159	-0.4572446	-0.4459585	-0.4427832	-0.4361455	-0.4298398	-0.4330078	-0.4372284	-0.4354128	-0.4365485	-0.4459606	-0.4769472	-0.502354	-0.511035	-0.526491	-0.5438445	-0.5469512	-0.5178492	-0.4755974	-0.4487952	-0.4354664	-0.4198934	-0.4031939	-0.3802534	-0.3422127	-0.3195266	-0.3187489	-0.3104472	-0.2924839	-0.2668909	-0.2558106	-0.2301731	-0.2084198	-0.2025467	-0.206898	-0.2143516	-0.2287349	-0.2465049	-0.2591402	-0.2751479	-0.3325807	-0.4001929	-0.4070779	-0.4014002	-0.3903711	-0.3810482	-0.3699737	-0.3500925	-0.3139412	-0.2622192	-0.2043025	-0.1494091	-0.1095568	-0.09184819	-0.09825248	-0.1167759	-0.1410253	-0.1649449	-0.1754072	-0.1699402	-0.1477851	-0.1186654	-0.08566102	-0.07364922	-0.07057364	-0.07003324	-0.08922265	-0.1312986	-0.1400843	-0.1865506	-0.136821	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.01278035	-0.005409442	-0.04098984	-0.05203389	-0.06780714	-0.07535234	-0.1355327	-0.1261017	-0.05334454	0.003547479	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.02373505	-0.06801181	-0.1015655	-0.01517609	-10	-10	-10
3.3S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.2402052	0.3832302	0.2716123	0.13703	-0.00596581	-0.1853634	-0.2745048	-0.2738622	-0.1598254	-0.07173366	-0.05251429	-0.04369421	-0.05925714	-0.07474894	-0.08754202	-0.05830498	-0.08338773	-0.1894203	-0.3181414	-0.4102451	-0.4583763	-0.4783913	-0.4805522	-0.4484834	-0.3670245	-0.2260628	-0.07036708	0.08967134	0.1646584	0.1355413	0.06863906	0.02854059	-0.002182533	-0.04696541	-0.1125931	-0.1775152	-0.2188502	-0.2647307	-0.3036856	-0.3444948	-0.382404	-0.4076538	-0.416584	-0.4262726	-0.4370355	-0.4566984	-0.4783242	-0.498515	-0.5219896	-0.5433037	-0.5609409	-0.573243	-0.5765252	-0.5696868	-0.5532484	-0.5429074	-0.5217461	-0.5047122	-0.4983815	-0.4970771	-0.4958182	-0.4967713	-0.5084532	-0.5317888	-0.5527315	-0.5611692	-0.5705513	-0.5692721	-0.5622732	-0.5255032	-0.4884737	-0.468921	-0.4631889	-0.449245	-0.432084	-0.3937156	-0.338999	-0.3082233	-0.3014287	-0.2897677	-0.2758433	-0.254818	-0.24293	-0.2158717	-0.1846203	-0.1623177	-0.1585841	-0.1763074	-0.2011937	-0.2215959	-0.2494023	-0.295759	-0.3702828	-0.4043573	-0.4058022	-0.3959301	-0.3886611	-0.3779195	-0.3746033	-0.3604445	-0.3381629	-0.2995242	-0.2457403	-0.1963712	-0.1605228	-0.1429362	-0.1515634	-0.1608163	-0.1678965	-0.1714753	-0.1803774	-0.1721198	-0.1594172	-0.1256581	-0.0949577	-0.07761312	-0.08321697	-0.08288508	-0.1141829	-0.1628113	-0.1632094	-0.2256189	-0.1681075	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.06220488	-0.05836663	0.008989888	-0.04501031	-0.05609855	-0.07334501	-0.1218146	-0.1484351	-0.04546969	-0.00109689	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.02254453	-0.05718666	-0.05483268	0.0007500577	-10	-10	-10
3S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.1631508	0.3990231	0.3345141	0.1917008	0.04594791	-0.1096762	-0.2484804	-0.2667767	-0.1915871	-0.1222345	-0.1332673	-0.1404812	-0.1591989	-0.1799958	-0.1725969	-0.1697227	-0.2244256	-0.340406	-0.4557218	-0.5157853	-0.5443352	-0.542377	-0.5185452	-0.4522774	-0.3319313	-0.1865351	-0.04950802	0.01543754	-0.01317882	-0.06012412	-0.08771743	-0.1161654	-0.1699325	-0.2290035	-0.2883865	-0.3308545	-0.3735984	-0.424175	-0.4685348	-0.506358	-0.544777	-0.5671862	-0.5661886	-0.5660968	-0.5763996	-0.5920317	-0.6095441	-0.6297787	-0.6444162	-0.6657611	-0.6795887	-0.6830397	-0.6858554	-0.6710218	-0.6474862	-0.6248491	-0.5936362	-0.5697306	-0.5525101	-0.5476762	-0.5491199	-0.5517691	-0.5567557	-0.5709193	-0.5910416	-0.5986018	-0.5972497	-0.5770792	-0.5642873	-0.5293101	-0.4948559	-0.4736472	-0.4629624	-0.4634081	-0.4451948	-0.4003994	-0.3403657	-0.2958012	-0.2728587	-0.2558338	-0.2378591	-0.2259965	-0.2153486	-0.1947651	-0.1687109	-0.1329156	-0.1038882	-0.1158826	-0.1448058	-0.179604	-0.2300185	-0.3057146	-0.3723922	-0.3877742	-0.3843068	-0.3757963	-0.3653608	-0.3533483	-0.3467968	-0.3446586	-0.3346497	-0.3105717	-0.2719963	-0.2330311	-0.1993518	-0.1872935	-0.1867583	-0.1881519	-0.1797754	-0.1703649	-0.1681276	-0.1625681	-0.1543833	-0.1304563	-0.1031663	-0.09441018	-0.08732551	-0.09657855	-0.1240045	-0.1736788	-0.1548489	-0.1534559	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.07332104	-10	-10	-10	-0.04761173	-0.04706049	-0.07720725	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.00678384	-0.0139121	-0.006501346	0.02026443	-10	-10	-10
2.8S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.3439361	0.5211172	0.5301691	0.4208606	0.2234385	-0.006588435	-0.1946778	-0.2514524	-0.2165379	-0.170378	-0.2064196	-0.2305643	-0.2555915	-0.2589867	-0.2476869	-0.2822878	-0.3645101	-0.4673006	-0.5583944	-0.5820355	-0.5831904	-0.5456862	-0.492082	-0.4018948	-0.281338	-0.172031	-0.1187488	-0.1434569	-0.1909859	-0.2146076	-0.239073	-0.2828394	-0.3305664	-0.3867881	-0.4347964	-0.4698223	-0.516508	-0.5592157	-0.6061736	-0.635612	-0.6646083	-0.6885811	-0.6877844	-0.6892466	-0.698104	-0.709746	-0.727469	-0.7425943	-0.7558151	-0.7753568	-0.7821605	-0.7888274	-0.7869021	-0.7615426	-0.7260237	-0.690869	-0.6581807	-0.6319781	-0.6088558	-0.5981541	-0.5969866	-0.5999413	-0.6041384	-0.6128311	-0.6291944	-0.6223498	-0.6066668	-0.5734134	-0.5548738	-0.5171083	-0.482129	-0.458993	-0.4525675	-0.4619525	-0.4512217	-0.4094459	-0.351669	-0.2897242	-0.2459773	-0.2106752	-0.1795685	-0.173829	-0.170754	-0.1595826	-0.1403058	-0.1148129	-0.0733983	-0.06160609	-0.08320825	-0.1284986	-0.1941607	-0.2787898	-0.3331398	-0.3522475	-0.3557413	-0.3482993	-0.3371863	-0.3255815	-0.308213	-0.2984611	-0.2893572	-0.2762752	-0.251179	-0.2155566	-0.1895065	-0.1722593	-0.1664013	-0.1655513	-0.1625	-0.1484031	-0.1449703	-0.1440792	-0.1363356	-0.1226324	-0.1189832	-0.1009728	-0.09669609	-0.09972335	-0.1408902	-0.1701918	-0.1730444	-0.1448124	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.01779301	-10	-10	-10	-0.04353686	-0.05967941	-0.07030535	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.04090741	0.05402167	0.00382454	0.02054127	-10	-10	-10
2.5S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.5148557	0.6078649	0.5353858	0.2559974	-0.003981782	-0.1328434	-0.2425241	-0.2308643	-0.2341994	-0.2809651	-0.3273189	-0.3163659	-0.3088804	-0.3087831	-0.3977564	-0.4809927	-0.5606666	-0.6084393	-0.5997144	-0.5561023	-0.4889911	-0.4214503	-0.3463517	-0.2671881	-0.231255	-0.24894	-0.2990611	-0.3380687	-0.3669326	-0.4009082	-0.4384595	-0.4896916	-0.5433484	-0.5723937	-0.6035599	-0.6348276	-0.6741909	-0.7100579	-0.7377564	-0.7649515	-0.7872495	-0.789811	-0.7912373	-0.7964613	-0.8054019	-0.8234681	-0.837594	-0.8526825	-0.8634845	-0.8686238	-0.8763756	-0.8637899	-0.8325312	-0.7908821	-0.7476673	-0.7143429	-0.6850085	-0.6609185	-0.6474308	-0.6426219	-0.6438639	-0.6518044	-0.6542094	-0.6566232	-0.6402164	-0.6115059	-0.569658	-0.5344402	-0.4990151	-0.4574625	-0.4391849	-0.4412142	-0.4481449	-0.4417767	-0.4172279	-0.3651779	-0.2943304	-0.2269469	-0.1795939	-0.1323913	-0.11246	-0.1046391	-0.1045148	-0.1009803	-0.08270124	-0.04799457	-0.0227898	-0.03213145	-0.0749374	-0.1375685	-0.2085173	-0.2598304	-0.2902511	-0.3107643	-0.309892	-0.3014162	-0.2980186	-0.2853827	-0.2658198	-0.2397047	-0.2192218	-0.1946146	-0.1647734	-0.141076	-0.1259287	-0.1143715	-0.1118986	-0.1139658	-0.1170933	-0.110548	-0.1269902	-0.1187522	-0.1205962	-0.1282836	-0.1197191	-0.1110557	-0.1176274	-0.1585165	-0.1788654	-0.2458767	-0.213927	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.06524916	-0.05162607	-0.01378698	-0.01209356	-0.05377315	-0.08236281	-0.0812103	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.06987552	0.1280374	0.03858171	-0.03814137	-10	-10	-10
2.3S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.1681942	0.8915373	1.003978	0.4827909	0.1663961	-0.09823836	-0.2014888	-0.2698932	-0.2747529	-0.357236	-0.3770512	-0.3619262	-0.3419415	-0.386732	-0.5034541	-0.559114	-0.6003594	-0.6261377	-0.5765172	-0.4971034	-0.4210111	-0.3638391	-0.3253932	-0.3148575	-0.3364378	-0.3866858	-0.437115	-0.4724803	-0.5060442	-0.5451468	-0.590926	-0.6454353	-0.6865746	-0.7088244	-0.7196056	-0.7412186	-0.7707064	-0.7972977	-0.8232172	-0.8452489	-0.8648679	-0.8686459	-0.8664703	-0.8691394	-0.8834319	-0.9095072	-0.9206292	-0.9266016	-0.9366671	-0.9391556	-0.9404675	-0.9236733	-0.8886549	-0.8486221	-0.8089346	-0.7722895	-0.7424884	-0.7135915	-0.6988087	-0.6914651	-0.692735	-0.6954365	-0.6876307	-0.6798894	-0.6590804	-0.6197481	-0.5685381	-0.5184076	-0.4769351	-0.4343617	-0.4091403	-0.4088563	-0.4189077	-0.4204987	-0.4054447	-0.3608358	-0.2985864	-0.2279942	-0.1727509	-0.1155035	-0.07287741	-0.05207308	-0.03665074	-0.0405337	-0.03603901	-0.02018465	0.005010599	0.01291638	-0.01449386	-0.06431985	-0.1199279	-0.1731042	-0.2200783	-0.2621579	-0.27219	-0.2635051	-0.2638653	-0.266757	-0.2520686	-0.2168709	-0.183095	-0.1534677	-0.1184194	-0.09095047	-0.07232266	-0.06596357	-0.05965822	-0.0743513	-0.08500306	-0.09012044	-0.1028749	-0.1164715	-0.1256984	-0.1465154	-0.1418128	-0.1408576	-0.1410871	-0.1768415	-0.2041469	-0.181195	-10	-10	-10	-10	-10	-10	-10	-10	-0.07496491	-0.1529317	-0.1812917	-0.1285977	-0.1412197	-0.131275	-0.1124844	-0.1111062	-0.06741375	-0.1106159	-0.08740681	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.06819967	0.1279163	0.0623888	-0.1089046	-0.1426876	-10	-10
2S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.722226	0.520079	0.20238	-0.03493277	-0.1958206	-0.2598626	-0.3379987	-0.3870096	-0.4206152	-0.3966877	-0.4067247	-0.4492433	-0.5636967	-0.5846353	-0.6228517	-0.6288801	-0.5464158	-0.4526341	-0.3972134	-0.3688771	-0.3714396	-0.4106	-0.4548583	-0.505959	-0.5602403	-0.5922338	-0.6369362	-0.6900604	-0.7382768	-0.7860622	-0.8212122	-0.8321888	-0.8332773	-0.8427158	-0.847578	-0.8614812	-0.8831641	-0.8973647	-0.9138642	-0.9250798	-0.9215172	-0.9308531	-0.9523173	-0.9785781	-0.9885778	-0.9921806	-1.00029	-0.9999291	-0.9952069	-0.9705852	-0.932361	-0.8990425	-0.8656464	-0.8288336	-0.7959794	-0.7645926	-0.7524124	-0.7471204	-0.7397209	-0.7328257	-0.7162991	-0.7047447	-0.6786284	-0.6304604	-0.5664914	-0.5090117	-0.4644767	-0.4186678	-0.3874483	-0.3740544	-0.3793957	-0.3900644	-0.3849306	-0.3446455	-0.2914543	-0.2345433	-0.1892042	-0.1237405	-0.07038885	-0.02644551	0.001343112	0.01717772	0.03165744	0.03643467	0.0377659	0.03492357	0.02968584	0.01157123	-0.0309786	-0.08472843	-0.1567962	-0.2207147	-0.2458362	-0.2423614	-0.2424292	-0.2483399	-0.2396792	-0.2153403	-0.1803348	-0.1373917	-0.08625312	-0.04524343	-0.01859436	-0.009351532	-0.01440695	-0.02765387	-0.06165951	-0.07578768	-0.1015598	-0.1218028	-0.1553818	-0.1724689	-0.1855139	-0.1850947	-0.1786217	-0.2026645	-0.2234313	-0.1290003	-10	-10	-10	-10	-10	-10	-10	-10	-0.05716333	-10	-10	-0.1565411	-0.2331337	-0.1715478	-0.1435164	-0.1043235	-0.07748409	-0.07221229	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.01941037	-0.03188161	-0.001198072	-10	-10
1.8S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.3259789	0.4995383	0.2774102	0.075244	-0.1484106	-0.2810634	-0.3496173	-0.4278115	-0.43417	-0.441369	-0.4387525	-0.49187	-0.5710965	-0.607532	-0.6277611	-0.6261555	-0.5342387	-0.4505039	-0.4160847	-0.4189329	-0.4529988	-0.5119553	-0.5603538	-0.6177859	-0.6673877	-0.69929	-0.7586484	-0.8181528	-0.8617563	-0.9082459	-0.9330501	-0.9452409	-0.9409633	-0.9366865	-0.9224564	-0.913726	-0.9218106	-0.9292708	-0.9496793	-0.9626855	-0.9662881	-0.9820721	-1.002545	-1.02178	-1.035131	-1.045771	-1.052184	-1.048558	-1.031319	-1.001104	-0.9687026	-0.9416936	-0.9128491	-0.8773556	-0.8402452	-0.8122134	-0.8028816	-0.7905009	-0.7749682	-0.7605723	-0.7377133	-0.7181295	-0.6881966	-0.6331765	-0.5680512	-0.5105333	-0.4634818	-0.4133258	-0.3718847	-0.3431957	-0.3307519	-0.3327178	-0.3287176	-0.3048587	-0.2696468	-0.2245246	-0.1973268	-0.1444527	-0.08805034	-0.02766194	0.009596459	0.05129945	0.0963745	0.1113123	0.10947	0.08381098	0.05768387	0.04161289	0.01633785	-0.03200618	-0.1108733	-0.1828237	-0.2264605	-0.2443454	-0.2529322	-0.2564862	-0.2384124	-0.2203878	-0.1983939	-0.1520391	-0.09688179	-0.05169839	-0.009062209	0.004916104	0.003070686	-0.02092497	-0.05105766	-0.09147206	-0.1096108	-0.152988	-0.1685363	-0.2199357	-0.2605669	-0.2408585	-0.2152153	-0.1950275	-0.299718	-0.2244283	-10	-10	-10	-10	-10	-10	-10	-10	-0.01742267	-10	-10	-0.2119186	-0.2839192	-0.188874	-0.1500444	-0.1179909	-0.09861469	-0.04538068	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.04680559	-0.02734687	-0.007107485	-10	-10
