             VARIABLE : zonal current (m/sec)
             DATA SET : GODAS-MOM OUTPUT
             FILENAME : uv_5day.nc
             FILEPATH : /home/las/datasets/ocean_analysis/NRIG/
             BAD FLAG : -10           
             SUBSET   : 181 by 189 points (LONGITUDE-LATITUDE)
             DEPTH (m): 5
             TIME     : 06-AUG-2016 12:00 JULIAN
  	30E  	30.5E	31E  	31.5E	32E  	32.5E	33E  	33.5E	34E  	34.5E	35E  	35.5E	36E  	36.5E	37E  	37.5E	38E  	38.5E	39E  	39.5E	40E  	40.5E	41E  	41.5E	42E  	42.5E	43E  	43.5E	44E  	44.5E	45E  	45.5E	46E  	46.5E	47E  	47.5E	48E  	48.5E	49E  	49.5E	50E  	50.5E	51E  	51.5E	52E  	52.5E	53E  	53.5E	54E  	54.5E	55E  	55.5E	56E  	56.5E	57E  	57.5E	58E  	58.5E	59E  	59.5E	60E  	60.5E	61E  	61.5E	62E  	62.5E	63E  	63.5E	64E  	64.5E	65E  	65.5E	66E  	66.5E	67E  	67.5E	68E  	68.5E	69E  	69.5E	70E  	70.5E	71E  	71.5E	72E  	72.5E	73E  	73.5E	74E  	74.5E	75E  	75.5E	76E  	76.5E	77E  	77.5E	78E  	78.5E	79E  	79.5E	80E  	80.5E	81E  	81.5E	82E  	82.5E	83E  	83.5E	84E  	84.5E	85E  	85.5E	86E  	86.5E	87E  	87.5E	88E  	88.5E	89E  	89.5E	90E  	90.5E	91E  	91.5E	92E  	92.5E	93E  	93.5E	94E  	94.5E	95E  	95.5E	96E  	96.5E	97E  	97.5E	98E  	98.5E	99E  	99.5E	100E  	100.5E	101E  	101.5E	102E  	102.5E	103E  	103.5E	104E  	104.5E	105E  	105.5E	106E  	106.5E	107E  	107.5E	108E  	108.5E	109E  	109.5E	110E  	110.5E	111E  	111.5E	112E  	112.5E	113E  	113.5E	114E  	114.5E	115E  	115.5E	116E  	116.5E	117E  	117.5E	118E  	118.5E	119E  	119.5E	120E  
1.5S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.1597641	0.3613572	0.2501213	0.02602327	-0.1108159	-0.2600864	-0.3703453	-0.433819	-0.4554807	-0.449508	-0.4730352	-0.5125485	-0.5770862	-0.6064987	-0.6207376	-0.6134535	-0.5490885	-0.4772708	-0.4617573	-0.4805927	-0.5388781	-0.6015098	-0.6529167	-0.7015162	-0.747875	-0.7997168	-0.8651382	-0.9201686	-0.9687545	-1.007924	-1.029122	-1.0388	-1.037339	-1.02732	-1.003621	-0.9837134	-0.9726258	-0.9724143	-0.9841949	-0.9921767	-0.9997481	-1.016311	-1.035716	-1.057169	-1.074751	-1.093247	-1.093256	-1.083395	-1.062625	-1.039592	-1.006655	-0.9849232	-0.9543664	-0.918543	-0.8854156	-0.8571476	-0.8355289	-0.8139177	-0.789456	-0.7669994	-0.7403027	-0.7093993	-0.6758282	-0.622314	-0.5627004	-0.5026992	-0.4499503	-0.4015248	-0.3614363	-0.322279	-0.2896526	-0.268939	-0.2521172	-0.2351553	-0.2216503	-0.1984762	-0.1766728	-0.1382816	-0.07700751	-0.008972259	0.03153164	0.07239271	0.129181	0.1631557	0.1740205	0.163728	0.1281764	0.08312528	0.04006965	-0.01309554	-0.08108903	-0.1454795	-0.1996347	-0.2429756	-0.2752338	-0.2845693	-0.2623682	-0.2315558	-0.2004664	-0.1799769	-0.1583072	-0.1347435	-0.09493627	-0.05476229	-0.04346438	-0.04617856	-0.08463082	-0.1139301	-0.1526449	-0.1757265	-0.2187233	-0.2404767	-0.3552525	-0.3257174	-0.1403608	-0.17681	-0.1830052	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.09632085	-0.1168644	-0.1942985	-0.2950639	-0.2659035	-0.1779661	-0.1397647	-0.1097778	-0.07916542	-0.05187933	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.0459657	-0.04796652	0.0119169	-10	-10
1.3S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.1846606	0.4055111	0.3568859	0.2245699	-0.004149043	-0.2175151	-0.3635021	-0.4287223	-0.4523195	-0.4545854	-0.4781387	-0.5079604	-0.5561814	-0.5796484	-0.6076147	-0.5948719	-0.5600488	-0.5044354	-0.5018484	-0.5511216	-0.6167828	-0.674785	-0.7204764	-0.7647848	-0.8257601	-0.8943012	-0.9472046	-0.9986128	-1.045952	-1.086484	-1.100329	-1.110278	-1.105817	-1.094253	-1.073182	-1.052547	-1.036714	-1.026008	-1.026744	-1.023858	-1.034822	-1.047121	-1.068308	-1.098276	-1.124025	-1.143891	-1.138117	-1.125936	-1.1132	-1.082852	-1.053502	-1.030545	-0.9978694	-0.9618943	-0.9261897	-0.8866498	-0.8489349	-0.8156956	-0.7790539	-0.7485317	-0.7214126	-0.6909344	-0.6601802	-0.614895	-0.5576968	-0.4994669	-0.4428156	-0.4043916	-0.3652751	-0.3310667	-0.2952706	-0.2620107	-0.2322533	-0.210346	-0.2005144	-0.1915242	-0.1749645	-0.1431203	-0.07364374	-0.005085561	0.04656596	0.08456264	0.1451651	0.1888309	0.2092401	0.2179007	0.2017836	0.1542402	0.09041662	0.01669544	-0.05198556	-0.117506	-0.1795721	-0.2393607	-0.2928784	-0.3066449	-0.2858456	-0.2658502	-0.2470491	-0.2523733	-0.2437838	-0.2288839	-0.1966285	-0.1509437	-0.1202286	-0.1240937	-0.1383678	-0.1611373	-0.1812396	-0.2132849	-0.2277724	-0.2688167	-0.248135	-10	-10	-0.1387447	-0.1423164	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.1183134	-0.2393186	-0.2756472	-0.317359	-0.1917164	-0.1214681	-0.1202283	-0.09388592	-0.0549217	-0.05537806	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.0388347	-0.06895383	-0.020545	-10	-10
1S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.1967061	0.3245191	0.1729559	-0.01432573	-0.1636219	-0.331325	-0.4204766	-0.4427925	-0.4617915	-0.4839763	-0.5070505	-0.5402753	-0.5746717	-0.6008955	-0.5937995	-0.5757838	-0.5234137	-0.5508439	-0.6172672	-0.6751084	-0.727087	-0.7692069	-0.8227651	-0.8950671	-0.9628987	-1.017066	-1.073517	-1.1158	-1.148764	-1.157614	-1.162337	-1.157187	-1.142578	-1.119592	-1.109184	-1.097008	-1.089328	-1.081263	-1.071068	-1.075938	-1.086658	-1.107602	-1.138643	-1.16342	-1.184645	-1.175413	-1.164676	-1.150557	-1.123331	-1.097764	-1.069709	-1.031821	-0.9975336	-0.9562954	-0.9093763	-0.8575449	-0.8193918	-0.7716985	-0.7351356	-0.7045507	-0.6730022	-0.6444578	-0.6080757	-0.5643166	-0.5055713	-0.4560989	-0.4215329	-0.3992358	-0.3621681	-0.3376529	-0.3047261	-0.2675561	-0.2351639	-0.2208152	-0.2084596	-0.1934444	-0.1684883	-0.09954926	-0.03655513	0.02043512	0.06360749	0.1174889	0.1858234	0.2264043	0.2373289	0.2399557	0.203674	0.1419857	0.06989742	-0.00625884	-0.1010232	-0.187211	-0.2649574	-0.3232891	-0.3230077	-0.3257996	-0.3251452	-0.3144028	-0.3164968	-0.3039723	-0.2853101	-0.2564967	-0.2135068	-0.1897704	-0.1785399	-0.1767138	-0.1779178	-0.2018715	-0.2340203	-0.2576741	-0.2749712	-0.2082106	-10	-10	-0.1929066	-0.1641017	-10	-10	-10	-10	-10	-10	-10	-10	-0.04237879	-0.162899	-0.2498713	-0.2914751	-0.2661382	-0.1238895	-0.06590636	-0.08180221	-0.06268768	-0.02169839	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.04582734	-0.07143362	-0.02439645	-10	-10
0.8S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.4621926	0.6099152	0.4232424	0.2305193	-0.03968104	-0.2914461	-0.4034964	-0.4320395	-0.4649666	-0.4935519	-0.5139387	-0.544396	-0.5804738	-0.6012285	-0.6112939	-0.5867885	-0.5533138	-0.5972978	-0.649768	-0.7054374	-0.7556473	-0.8106806	-0.8680046	-0.9410236	-1.015446	-1.078947	-1.129578	-1.165365	-1.195208	-1.200121	-1.208268	-1.198014	-1.183546	-1.15703	-1.147956	-1.145564	-1.139739	-1.127763	-1.109788	-1.107899	-1.117185	-1.138778	-1.163765	-1.187853	-1.202848	-1.19782	-1.181339	-1.165565	-1.137798	-1.113171	-1.079548	-1.044247	-1.011906	-0.9749783	-0.9216285	-0.8693062	-0.8306427	-0.7808158	-0.7431	-0.7106329	-0.6766657	-0.6478699	-0.6147276	-0.579037	-0.5303408	-0.480639	-0.4571286	-0.4313329	-0.3994333	-0.3798991	-0.3544396	-0.3269469	-0.2961741	-0.2758317	-0.2582124	-0.2414382	-0.2158913	-0.1439764	-0.08260685	-0.03548731	0.01357427	0.07562254	0.1527448	0.1995768	0.2286576	0.2411674	0.2194873	0.1678278	0.1066994	0.02457247	-0.0834622	-0.1908241	-0.2841146	-0.3291031	-0.3457396	-0.3664081	-0.3656277	-0.3506033	-0.358334	-0.3433861	-0.3187947	-0.2826191	-0.2468975	-0.2267863	-0.2210033	-0.2309178	-0.2348264	-0.2462057	-0.2548978	-0.2819385	-0.2876385	-0.2491596	-0.2547274	-0.3186259	-0.382464	-0.189417	-10	-10	-10	-10	-10	-10	-10	-10	-0.1328938	-0.198712	-0.2520018	-0.2783083	-0.2166045	-0.09787216	-0.0620676	-0.06033056	-0.03299035	-0.02137862	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.04728511	-0.07024086	-0.02868226	-10	-10
0.5S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.3468179	0.4065825	0.2055326	-0.02559835	-0.227687	-0.3729955	-0.4168217	-0.454557	-0.4865663	-0.524637	-0.5523467	-0.5922927	-0.6128783	-0.6142154	-0.5904381	-0.5830734	-0.6202539	-0.667045	-0.7228979	-0.7824495	-0.8393579	-0.8975018	-0.9706689	-1.059769	-1.121225	-1.159461	-1.194495	-1.218691	-1.228328	-1.23078	-1.226195	-1.208953	-1.187176	-1.171854	-1.157035	-1.151699	-1.141755	-1.129317	-1.124149	-1.132315	-1.150105	-1.174647	-1.194147	-1.203473	-1.193444	-1.178624	-1.154572	-1.127308	-1.106153	-1.07608	-1.040178	-1.011376	-0.9744806	-0.9208933	-0.8741528	-0.8383667	-0.7971881	-0.7626989	-0.731347	-0.6988394	-0.6662698	-0.6366581	-0.6130211	-0.5706956	-0.5260786	-0.5019655	-0.4684359	-0.4496702	-0.4310603	-0.4037016	-0.3825587	-0.3565556	-0.3349229	-0.3115962	-0.2878534	-0.2582473	-0.1876135	-0.1178909	-0.07524491	-0.009806511	0.0506313	0.1181392	0.1638222	0.192918	0.2102399	0.2102272	0.1833144	0.1383232	0.06345465	-0.04772759	-0.168739	-0.2697628	-0.3298815	-0.3586738	-0.3714146	-0.3619021	-0.3470784	-0.3635216	-0.3574068	-0.3384102	-0.3025289	-0.2700608	-0.2683666	-0.2816281	-0.2734208	-0.2750936	-0.2647885	-0.2832852	-0.2955483	-0.3321979	-0.3211454	-0.3864447	-0.3978203	-0.2987018	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.1539596	-0.2412621	-0.2417999	-0.250968	-0.1711461	-0.1089612	-0.08326223	-0.06401519	-0.01685299	0.008375783	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.05367275	-0.03850745	-0.02264365	-10	-10
0.3S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.478639	0.7145409	0.4279567	0.2094027	-0.104136	-0.3182226	-0.387806	-0.4233479	-0.4726867	-0.5128466	-0.5534509	-0.5834154	-0.6061766	-0.5991832	-0.5820932	-0.6017134	-0.6379691	-0.6712198	-0.7307912	-0.7876089	-0.8539055	-0.9078657	-0.9947247	-1.085583	-1.138466	-1.168722	-1.196864	-1.218565	-1.231265	-1.237921	-1.234978	-1.21988	-1.204324	-1.181453	-1.161898	-1.153453	-1.147735	-1.137718	-1.133718	-1.132771	-1.145284	-1.168973	-1.190376	-1.18656	-1.170211	-1.152652	-1.123938	-1.10102	-1.088659	-1.062354	-1.027061	-0.9941443	-0.9610873	-0.9093572	-0.8681214	-0.83583	-0.8015959	-0.7676349	-0.7394275	-0.7126247	-0.6850876	-0.6590322	-0.6459688	-0.6111215	-0.5730656	-0.5453408	-0.5177088	-0.5043932	-0.4829938	-0.4561032	-0.4349917	-0.4130599	-0.3865105	-0.3521517	-0.3221496	-0.2838985	-0.2121147	-0.1411321	-0.08507489	-0.02136343	0.03777593	0.1094836	0.1573747	0.1816017	0.1903445	0.1856164	0.1706309	0.1481483	0.102405	0.01311196	-0.107805	-0.2290591	-0.3146508	-0.3429168	-0.3404235	-0.3202431	-0.3060994	-0.3215846	-0.3391416	-0.3347193	-0.3144936	-0.2938617	-0.3033651	-0.2983432	-0.2912589	-0.2883266	-0.2882375	-0.2888654	-0.3238424	-0.3550614	-0.4329922	-0.5207028	-0.5610893	-0.3522093	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.1380839	-0.234534	-0.2292733	-0.201923	-0.1578851	-0.1116004	-0.10377	-0.06331072	0.009045974	0.03740313	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.03185707	-0.03789078	-0.001133446	-10	-10
0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.4752388	0.4372077	0.2018515	-0.04030925	-0.23076	-0.3316393	-0.3806684	-0.4368423	-0.4827383	-0.528099	-0.5594835	-0.5784096	-0.5806975	-0.5635136	-0.6033348	-0.63344	-0.6672431	-0.7164131	-0.7827596	-0.843966	-0.9110826	-1.000318	-1.086164	-1.133559	-1.161951	-1.185703	-1.207208	-1.216642	-1.225555	-1.226063	-1.221585	-1.202525	-1.179732	-1.159861	-1.144456	-1.137778	-1.133785	-1.132732	-1.12981	-1.137621	-1.153178	-1.164496	-1.149276	-1.122384	-1.100524	-1.07632	-1.068419	-1.051248	-1.026989	-0.9884307	-0.9591408	-0.9269727	-0.8848539	-0.8403614	-0.8126495	-0.7794695	-0.7490695	-0.7227677	-0.7084194	-0.6900612	-0.6749159	-0.664588	-0.6363674	-0.6038459	-0.5796201	-0.556001	-0.5437258	-0.521181	-0.4953221	-0.469276	-0.4483418	-0.4190306	-0.3868735	-0.3481077	-0.30515	-0.2302505	-0.1533319	-0.084686	-0.02318505	0.03676936	0.1047796	0.1554871	0.1811013	0.1845761	0.1794695	0.1711409	0.1530721	0.1332881	0.07902789	-0.02422076	-0.1503482	-0.2550815	-0.2843225	-0.2735289	-0.2573256	-0.2492386	-0.2645763	-0.3045248	-0.3207152	-0.3114966	-0.3154412	-0.3208901	-0.3197145	-0.3028242	-0.3001698	-0.2882164	-0.2925051	-0.3337328	-0.4246617	-0.5130606	-0.5429526	-0.3833806	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.1092915	-0.1945315	-0.17406	-0.1640595	-0.1330157	-0.1067349	-0.07996175	-0.05652768	0.02155191	0.05408364	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.006568396	-0.03658877	-0.04182161	-10	-10
0.3N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.5421098	0.7237485	0.4374706	0.2099021	-0.07733133	-0.2429862	-0.3292408	-0.3865205	-0.4265776	-0.4841215	-0.515876	-0.5454675	-0.5537478	-0.5523003	-0.5751595	-0.6081676	-0.6448718	-0.697471	-0.7616048	-0.8232668	-0.9001088	-0.9860189	-1.064215	-1.109418	-1.128444	-1.158278	-1.174218	-1.188414	-1.196882	-1.206605	-1.203826	-1.193547	-1.173773	-1.152391	-1.128345	-1.116631	-1.110935	-1.111607	-1.109907	-1.111976	-1.122565	-1.125755	-1.095804	-1.06955	-1.047956	-1.035186	-1.024739	-1.004258	-0.9735731	-0.946725	-0.9146119	-0.884581	-0.8428537	-0.7994657	-0.7694126	-0.7448258	-0.7204714	-0.6974316	-0.6911206	-0.6900142	-0.6919994	-0.6738477	-0.6491914	-0.626718	-0.6021309	-0.5760717	-0.565116	-0.5409161	-0.5194061	-0.4927343	-0.4689843	-0.4437897	-0.4145563	-0.3674096	-0.3175824	-0.242337	-0.1641136	-0.08292388	-0.01080724	0.04759232	0.10906	0.1400968	0.1735802	0.1804965	0.1802517	0.1770295	0.1772523	0.1567834	0.1270469	0.06074721	-0.03698361	-0.1410848	-0.1812029	-0.1758734	-0.1824805	-0.2066583	-0.2295216	-0.2776456	-0.3014595	-0.3169529	-0.327787	-0.3336105	-0.3292485	-0.3160259	-0.3038635	-0.2928844	-0.2883188	-0.3419422	-0.4181837	-0.4787836	-0.3936202	-0.1903441	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.08089875	-0.1203251	-0.105556	-0.09910998	-0.09818871	-0.07169421	-0.0498787	-0.01936216	0.009372732	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.0567691	0.03122947	-0.08296713	-0.1272567	-10
0.5N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.4911264	0.4829515	0.2689382	0.04571075	-0.1240271	-0.2527112	-0.3079776	-0.3642849	-0.4127488	-0.4604556	-0.4866968	-0.5165424	-0.5217548	-0.5392813	-0.5611097	-0.6018119	-0.6645367	-0.7264089	-0.7913591	-0.8706565	-0.9504542	-1.021789	-1.06031	-1.080544	-1.111839	-1.128953	-1.146041	-1.161553	-1.171065	-1.173205	-1.168763	-1.155807	-1.131413	-1.109412	-1.092456	-1.083157	-1.077308	-1.069762	-1.069936	-1.082353	-1.084294	-1.056909	-1.031963	-1.01985	-1.008008	-0.9956386	-0.9715896	-0.9412174	-0.9077454	-0.8697736	-0.8368115	-0.7962762	-0.7498804	-0.7228623	-0.7040715	-0.6839023	-0.6635615	-0.6649981	-0.6809052	-0.7021568	-0.6772593	-0.6555093	-0.6368196	-0.6123447	-0.584998	-0.5705801	-0.5462039	-0.5307921	-0.5058217	-0.4843477	-0.4561529	-0.4286464	-0.3706058	-0.3142118	-0.2409038	-0.1630916	-0.07753086	0.001801865	0.06474983	0.1231865	0.151585	0.1699719	0.1767616	0.1809672	0.1851129	0.1962169	0.1941538	0.1810052	0.1461027	0.0760931	-0.01094228	-0.05878762	-0.07664465	-0.1184661	-0.1731179	-0.2094673	-0.2575196	-0.2911134	-0.3126155	-0.3291565	-0.3319089	-0.3328906	-0.3173233	-0.3052004	-0.281226	-0.2735556	-0.307754	-0.3828781	-0.4251151	-0.3776104	-0.1811529	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.03422024	-0.04599722	-0.02363257	-0.03678731	-0.02768295	-0.01984348	0.006787945	-0.002938105	0.003823989	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.08549576	0.1032373	0.01809012	0.06158643	-10
0.8N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.5651346	0.7562723	0.489179	0.3112189	0.06091314	-0.09624281	-0.2230235	-0.2806818	-0.3337667	-0.3717519	-0.4167965	-0.4449781	-0.4641742	-0.4834031	-0.5005586	-0.5393522	-0.6083431	-0.6780359	-0.7449625	-0.8146897	-0.8921226	-0.9522855	-0.9815493	-1.011699	-1.040792	-1.060831	-1.082114	-1.101872	-1.114738	-1.119297	-1.121908	-1.112945	-1.097201	-1.077852	-1.061752	-1.048338	-1.041517	-1.030463	-1.030976	-1.041319	-1.048356	-1.03329	-1.018062	-1.004416	-0.9923521	-0.9714274	-0.9472898	-0.9064708	-0.8621489	-0.8164371	-0.7835429	-0.7414253	-0.6993096	-0.6722772	-0.6571584	-0.6325734	-0.6211109	-0.6205322	-0.6526435	-0.6797081	-0.6685916	-0.6435297	-0.6304288	-0.6050281	-0.5841158	-0.5598301	-0.5393766	-0.5209858	-0.5034969	-0.4773735	-0.4484108	-0.4139394	-0.3597419	-0.2994947	-0.2344338	-0.1662489	-0.09810314	-0.02312267	0.04445548	0.1175681	0.1663562	0.1951014	0.1799182	0.1818278	0.1921666	0.2035003	0.2019926	0.2038929	0.2006503	0.1737605	0.1056068	0.05767643	0.008934128	-0.05974906	-0.1263332	-0.1740454	-0.2308908	-0.2721892	-0.2878187	-0.3084662	-0.3148933	-0.3178358	-0.3096239	-0.2847453	-0.2748184	-0.2418213	-0.2692629	-0.3073106	-0.3206103	-0.2184393	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.003907228	0.03285867	0.03368733	0.03056353	0.0277015	0.07200324	0.05237759	0.0009622864	0.002534187	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.02067539	0.05855977	0.09933199	0.04009929	-10
1N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.5578601	0.6065164	0.4357508	0.2699605	0.05269552	-0.08898964	-0.1741446	-0.2338827	-0.2813448	-0.3236329	-0.3527832	-0.3853747	-0.4026303	-0.4239312	-0.4613064	-0.5261484	-0.6043961	-0.6764304	-0.7360722	-0.8035466	-0.8563181	-0.878312	-0.9154199	-0.9438494	-0.9669206	-0.9928836	-1.01439	-1.032128	-1.045332	-1.051756	-1.053487	-1.0489	-1.039468	-1.029986	-1.020774	-1.013439	-1.009267	-1.014066	-1.025806	-1.03215	-1.025515	-1.008437	-0.9870639	-0.9628463	-0.9347559	-0.900912	-0.8518874	-0.7972677	-0.7508181	-0.7079107	-0.669849	-0.6306331	-0.6076111	-0.5881442	-0.5712128	-0.5600039	-0.5704493	-0.5973657	-0.6267034	-0.6237883	-0.6134031	-0.6042635	-0.5883462	-0.5669341	-0.5428432	-0.5172001	-0.4986399	-0.4760821	-0.4516807	-0.4177557	-0.3801169	-0.3315761	-0.2763864	-0.2199922	-0.1782396	-0.1305964	-0.06869382	-0.0003029567	0.07500136	0.1454581	0.2076772	0.2151714	0.2212375	0.2172758	0.1982654	0.1881693	0.1813722	0.193444	0.2069725	0.1827052	0.1544363	0.08353524	0.0008784126	-0.06337059	-0.1121715	-0.1700297	-0.230492	-0.254943	-0.279235	-0.2949533	-0.2932628	-0.2856096	-0.2686413	-0.2441081	-0.2102458	-0.2148499	-0.2190374	-0.1855654	-0.07254639	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.04629261	0.06923765	0.06999334	0.04365332	0.08335414	0.1064252	0.1009539	0.008153296	-0.03508538	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.04998934	-0.07236587	-0.126834
1.3N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.5519838	0.815798	0.6645951	0.5394747	0.3504536	0.1304379	-0.05659237	-0.1520802	-0.197144	-0.2086364	-0.2353901	-0.2498189	-0.2871194	-0.3216779	-0.3655135	-0.4271197	-0.5133244	-0.5874559	-0.6390372	-0.6887947	-0.7314493	-0.7567085	-0.7921488	-0.8213559	-0.8509048	-0.8801194	-0.9064241	-0.9321977	-0.9526138	-0.9649921	-0.9770419	-0.9846865	-0.982639	-0.985382	-0.9828565	-0.9824871	-0.9855824	-0.9950293	-1.001379	-1.000859	-0.9914566	-0.9683396	-0.9367262	-0.9016078	-0.8646483	-0.8266651	-0.7753373	-0.7218491	-0.6715661	-0.6286794	-0.5928282	-0.5606819	-0.5329642	-0.5170031	-0.5010198	-0.4921894	-0.5026265	-0.529026	-0.5439521	-0.5466275	-0.5438188	-0.5450845	-0.5368306	-0.5267649	-0.4995216	-0.4764426	-0.4511641	-0.4272615	-0.3979128	-0.3634007	-0.3275943	-0.2901587	-0.2410886	-0.2019822	-0.1822166	-0.1505124	-0.09669042	-0.03760872	0.00329081	0.04426855	0.09887891	0.1295596	0.148225	0.1400231	0.1234884	0.12431	0.1271941	0.1361689	0.1545409	0.1710926	0.1867992	0.1432547	0.07381903	0.01551838	-0.03899322	-0.10238	-0.1772964	-0.2107536	-0.2456699	-0.270244	-0.264367	-0.2609491	-0.2371598	-0.213874	-0.1827908	-0.1583952	-0.1137359	-0.08673735	-0.007393297	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.06242793	0.08071247	0.03460721	0.03008811	0.05102184	0.1190563	0.09863763	0.06217134	-0.08846218	-0.1214681	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.04037053	-0.03117931	-0.1985904
1.5N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.675191	0.8474522	0.6934029	0.5176579	0.304817	0.1391259	-0.002482642	-0.06504691	-0.1194926	-0.1197598	-0.1114999	-0.1301493	-0.1872815	-0.2549098	-0.3187463	-0.3974108	-0.4780002	-0.5360735	-0.5670642	-0.5968409	-0.6276138	-0.6508302	-0.6808708	-0.7068002	-0.7368893	-0.7709946	-0.8067191	-0.8378664	-0.8594259	-0.8787733	-0.897152	-0.9096704	-0.9167405	-0.920255	-0.9244295	-0.9352188	-0.9425807	-0.9479827	-0.9408138	-0.925118	-0.8976263	-0.8590469	-0.8213272	-0.7861338	-0.7462817	-0.6965094	-0.6402417	-0.5927215	-0.5479282	-0.5143108	-0.4809504	-0.4556305	-0.4409274	-0.4290177	-0.4152878	-0.4226531	-0.4362148	-0.4426726	-0.4412942	-0.4475499	-0.4535376	-0.4601405	-0.4519464	-0.4326637	-0.4086358	-0.38291	-0.3523266	-0.3264024	-0.2866067	-0.2584823	-0.2292722	-0.2048088	-0.1876395	-0.1898988	-0.1678905	-0.1290426	-0.09441972	-0.1035113	-0.109865	-0.100894	-0.08218175	-0.06640725	-0.0545563	-0.04752416	-0.03678257	-0.016719	-0.0146644	-0.007549924	0.02373191	0.05852954	0.06061315	0.03463907	-0.01492669	-0.06571485	-0.09655289	-0.1416402	-0.1680371	-0.2106615	-0.2425354	-0.2455366	-0.2413147	-0.2046338	-0.1804034	-0.1413112	-0.09819987	-0.01314538	0.01571584	0.05369477	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.06898667	0.03567517	-0.01155549	-0.03805353	0.01354423	0.08867434	0.1460367	0.09954962	0.00511398	0.01533751	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.07732516	0.02477764	-0.223098
