             VARIABLE : meridional current (m/sec)
             DATA SET : GODAS-MOM OUTPUT
             FILENAME : uv_5day.nc
             FILEPATH : /home/las/datasets/ocean_analysis/NRIG/
             BAD FLAG : -10           
             SUBSET   : 181 by 189 points (LONGITUDE-LATITUDE)
             DEPTH (m): 5
             TIME     : 06-AUG-2016 12:00 JULIAN
  	30E  	30.5E	31E  	31.5E	32E  	32.5E	33E  	33.5E	34E  	34.5E	35E  	35.5E	36E  	36.5E	37E  	37.5E	38E  	38.5E	39E  	39.5E	40E  	40.5E	41E  	41.5E	42E  	42.5E	43E  	43.5E	44E  	44.5E	45E  	45.5E	46E  	46.5E	47E  	47.5E	48E  	48.5E	49E  	49.5E	50E  	50.5E	51E  	51.5E	52E  	52.5E	53E  	53.5E	54E  	54.5E	55E  	55.5E	56E  	56.5E	57E  	57.5E	58E  	58.5E	59E  	59.5E	60E  	60.5E	61E  	61.5E	62E  	62.5E	63E  	63.5E	64E  	64.5E	65E  	65.5E	66E  	66.5E	67E  	67.5E	68E  	68.5E	69E  	69.5E	70E  	70.5E	71E  	71.5E	72E  	72.5E	73E  	73.5E	74E  	74.5E	75E  	75.5E	76E  	76.5E	77E  	77.5E	78E  	78.5E	79E  	79.5E	80E  	80.5E	81E  	81.5E	82E  	82.5E	83E  	83.5E	84E  	84.5E	85E  	85.5E	86E  	86.5E	87E  	87.5E	88E  	88.5E	89E  	89.5E	90E  	90.5E	91E  	91.5E	92E  	92.5E	93E  	93.5E	94E  	94.5E	95E  	95.5E	96E  	96.5E	97E  	97.5E	98E  	98.5E	99E  	99.5E	100E  	100.5E	101E  	101.5E	102E  	102.5E	103E  	103.5E	104E  	104.5E	105E  	105.5E	106E  	106.5E	107E  	107.5E	108E  	108.5E	109E  	109.5E	110E  	110.5E	111E  	111.5E	112E  	112.5E	113E  	113.5E	114E  	114.5E	115E  	115.5E	116E  	116.5E	117E  	117.5E	118E  	118.5E	119E  	119.5E	120E  
0.8S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.4074893	0.8412282	0.6453394	0.3508316	0.1333072	0.01203377	0.0822147	0.1355719	0.1520397	0.2061561	0.2999805	0.2964498	0.2623079	0.204277	0.189283	0.1349316	0.1286192	0.135068	0.1495464	0.1577571	0.1357323	0.1257411	0.0729136	0.03657641	-0.02470922	-0.08586758	-0.1190487	-0.1217014	-0.09932648	-0.09028931	-0.0584901	-0.06316734	-0.03359928	-0.02982196	-0.01918709	-0.01399866	0.002542344	0.01498411	0.02181674	0.05168395	0.07791639	0.1066749	0.1263443	0.1342957	0.1351482	0.1374792	0.146873	0.1487078	0.1473852	0.1290402	0.1098612	0.09508901	0.09862946	0.1040995	0.1093742	0.1038211	0.1094198	0.09124851	0.08207294	0.05376678	0.02852876	-0.002177726	-0.03201063	-0.06284434	-0.08326856	-0.09577214	-0.1142418	-0.1513381	-0.1879393	-0.2080799	-0.2217823	-0.2235258	-0.2305841	-0.2449149	-0.248753	-0.2563469	-0.2503116	-0.2497191	-0.2127376	-0.2136855	-0.1793604	-0.1366203	-0.09085122	-0.0351543	0.009408677	0.04891362	0.05456765	0.03941697	0.01208449	-0.01973422	-0.06419913	-0.1062709	-0.1292264	-0.1362673	-0.1269377	-0.09804667	-0.07093745	-0.02445384	0.02262372	0.05851453	0.08048108	0.09765226	0.1351636	0.183694	0.216454	0.2589285	0.2781195	0.3034123	0.2884226	0.2854267	0.2513275	0.1754122	-0.0001525714	0.1502418	0.4523822	0.04599625	-10	-10	-10	-10	-10	-10	-10	-10	0.04881481	0.1601304	0.1508032	0.2994381	0.3415972	0.1401617	-0.06804353	-0.06618819	-0.06593098	-0.02354505	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.1819306	-0.05765969	-0.140215	-10	-10
0.5S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.9158691	0.7350277	0.5360226	0.2243838	0.08800264	0.1060751	0.188907	0.1754594	0.2256908	0.2865918	0.2743556	0.2350799	0.1806214	0.1934641	0.1591009	0.1501023	0.1682614	0.1820278	0.1907339	0.1725009	0.157033	0.1070333	0.07660956	-0.003685561	-0.05720195	-0.08291962	-0.08314722	-0.06225029	-0.05721482	-0.02660547	-0.03122803	-0.003824139	-0.01368474	-0.002399282	0.006451808	0.0278287	0.0503787	0.05657738	0.08656063	0.1083851	0.1406617	0.1546813	0.156739	0.1463757	0.1519631	0.1580944	0.1609468	0.1456534	0.1302448	0.1136428	0.1074491	0.1108723	0.122206	0.1156555	0.1142829	0.1110767	0.09997382	0.08308242	0.0673425	0.03241751	0.006715709	-0.03137608	-0.05247618	-0.07861262	-0.08289845	-0.1008802	-0.1481269	-0.1790942	-0.1963013	-0.2152604	-0.2214241	-0.2300802	-0.2442953	-0.2468479	-0.2462496	-0.2331604	-0.2294678	-0.1792452	-0.1616438	-0.1244881	-0.08704901	-0.054285	-0.01431557	0.01830572	0.04781362	0.05900658	0.05988736	0.04971745	0.03007421	0.007158395	-0.01584846	-0.02807731	-0.03793524	-0.03959094	-0.02389481	-0.003979125	0.02776922	0.07284905	0.1044366	0.1225568	0.128592	0.1532688	0.1899688	0.2326514	0.2710561	0.3043556	0.3169761	0.3085685	0.2942782	0.2650854	0.1567968	0.1016976	0.2547413	0.4078994	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.1314755	0.1889097	0.1829719	0.2984163	0.2966179	0.1381573	-0.04616895	-0.07477618	-0.09066999	-0.0262784	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.190933	-0.05442094	-0.1482131	-10	-10
0.3S	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.5833247	0.867796	0.6690897	0.3491776	0.1713469	0.1598114	0.2314282	0.2073903	0.2397897	0.2668936	0.2553231	0.2216916	0.1829176	0.200259	0.1782702	0.191515	0.2236319	0.2308849	0.226277	0.2044019	0.1879288	0.145458	0.09930429	0.02360148	-0.01133342	-0.03517478	-0.03938533	-0.028333	-0.0268616	-0.001717648	0.003015412	0.01686346	0.003456319	0.02162451	0.03580292	0.06171456	0.1003818	0.1122519	0.1417831	0.1574403	0.1758817	0.1850976	0.1800562	0.1698491	0.1689963	0.173166	0.1683505	0.1542617	0.1310363	0.1308844	0.1164331	0.1274213	0.1275431	0.124555	0.1139768	0.1258974	0.101035	0.09563605	0.06883383	0.04499468	0.001488869	-0.03025927	-0.06318077	-0.07651237	-0.09351961	-0.1134858	-0.1500486	-0.1708514	-0.1927871	-0.2122313	-0.2240301	-0.2278898	-0.2418429	-0.2399619	-0.2384335	-0.2206443	-0.211492	-0.1519537	-0.1174739	-0.07183536	-0.02888282	0.005547954	0.04042348	0.05672426	0.07616285	0.0729209	0.07212485	0.06891987	0.06513753	0.06561132	0.06228971	0.04398475	0.03372431	0.01844916	0.02068271	0.0224629	0.0430445	0.08375502	0.1260424	0.1480058	0.1578996	0.1747351	0.2183533	0.2429015	0.279978	0.3115217	0.3227539	0.3180399	0.3220027	0.2656889	0.193197	0.2125322	0.3420725	0.1525989	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.2048889	0.2125943	0.1968879	0.2857466	0.261457	0.1629469	-0.03169393	-0.07699579	-0.1092053	-0.004769099	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.1975216	-0.06431343	-0.1696751	-10	-10
0	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.9836987	0.7416449	0.5200585	0.2386266	0.2270076	0.252386	0.2646424	0.2548027	0.2650481	0.2553743	0.2214339	0.1910625	0.2083599	0.2029333	0.2365691	0.2786643	0.2810244	0.2613475	0.2406411	0.2169902	0.174704	0.1227163	0.06446987	0.04000787	0.01239125	0.004583518	0.009026538	0.006800689	0.02717829	0.03739385	0.0455516	0.03597059	0.0465898	0.06411736	0.08548485	0.1254176	0.1446217	0.183821	0.1921275	0.207737	0.2017644	0.2009282	0.1854651	0.1851319	0.1782442	0.1767202	0.1579796	0.1388756	0.1345897	0.1267025	0.1310383	0.1312341	0.1244342	0.1219048	0.1251162	0.1023408	0.08739559	0.06961695	0.04890923	0.01723939	-0.03181362	-0.06803871	-0.08459031	-0.09817755	-0.1214937	-0.1414438	-0.1667027	-0.1859497	-0.2090281	-0.223441	-0.2310926	-0.2364338	-0.2355743	-0.2295847	-0.2191059	-0.2103124	-0.1510506	-0.09841145	-0.03738344	0.02314336	0.07229601	0.09646077	0.1110808	0.1221231	0.1147712	0.1080687	0.09372678	0.07988387	0.09982593	0.1049479	0.09503769	0.0911054	0.06107058	0.03808933	0.01563032	0.02560201	0.07680538	0.1411528	0.1628567	0.1700414	0.1997765	0.2410156	0.2551187	0.2845736	0.311276	0.3193731	0.3239194	0.3462983	0.3016209	0.2576747	0.3029412	0.4086311	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.2711464	0.2337182	0.1925147	0.2750237	0.240062	0.1802535	-0.01202378	-0.05985669	-0.1467122	0.02566857	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.1851322	-0.03190431	-0.225414	-10	-10
0.3N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.5991663	0.8796564	0.6114491	0.3463046	0.2807403	0.2833281	0.3178205	0.2818827	0.2712466	0.255057	0.2096349	0.18352	0.2066919	0.2277729	0.2643047	0.3265376	0.3257252	0.3086753	0.2714004	0.2461965	0.2012986	0.159384	0.1131671	0.08691766	0.06570807	0.055062	0.05726762	0.052621	0.06815483	0.06958726	0.07175875	0.07414277	0.08082098	0.09560834	0.1082227	0.1383994	0.1591601	0.1987812	0.2132006	0.2228614	0.2192478	0.2167157	0.2015312	0.1972713	0.1901581	0.1787262	0.1653585	0.1407609	0.1382419	0.1280081	0.1435445	0.1369742	0.1376404	0.1219233	0.1243865	0.09058971	0.08609521	0.05558313	0.05218599	0.02516035	-0.02002202	-0.07319835	-0.09361324	-0.1080602	-0.1210995	-0.1397875	-0.1571061	-0.1844157	-0.1981189	-0.2208519	-0.228685	-0.2327407	-0.2388032	-0.2352216	-0.2384269	-0.2295183	-0.1850664	-0.1263698	-0.05068673	0.03202338	0.09072147	0.1247902	0.142569	0.1569807	0.1462925	0.1372214	0.1243116	0.1124084	0.121424	0.1367087	0.1330264	0.1272584	0.09579512	0.05070249	-0.0004824701	0.009508718	0.06983687	0.1467086	0.1696661	0.1890892	0.2195072	0.2521479	0.2614749	0.2874525	0.306991	0.3169956	0.3331091	0.3585087	0.3345091	0.3016919	0.3212978	0.2830933	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.3185918	0.238248	0.1989023	0.2673903	0.2425982	0.1869122	0.0007805172	-0.06977177	-0.1631503	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.1500736	0.001583001	-0.1821164	-0.07564507	-10
0.5N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.9663504	0.7248691	0.5217842	0.3157117	0.3168572	0.3617887	0.3259255	0.2886696	0.2493934	0.2122214	0.1865465	0.2163987	0.2412392	0.2998395	0.3571647	0.374002	0.3562369	0.3161074	0.2770421	0.2286131	0.1903958	0.1435408	0.1257613	0.1117535	0.1037794	0.1074775	0.101739	0.1030077	0.1015062	0.1081662	0.1150406	0.1182857	0.1304397	0.1357547	0.1625637	0.1757588	0.2036981	0.2163018	0.2317314	0.2355305	0.2420893	0.224519	0.2168348	0.195299	0.1852115	0.1681005	0.1594092	0.1496478	0.1460288	0.1502723	0.1523188	0.1362832	0.1266237	0.1133044	0.09451959	0.08195355	0.06488381	0.04929218	0.02995993	-0.02120937	-0.06921951	-0.1012724	-0.1056172	-0.1235503	-0.1385214	-0.1573425	-0.1841309	-0.1951853	-0.2127482	-0.2284234	-0.2307415	-0.250695	-0.2485077	-0.2621706	-0.2548192	-0.2248577	-0.1676543	-0.08584089	0.001602034	0.07540034	0.127827	0.1523402	0.1648376	0.1612718	0.1372447	0.1292609	0.1231309	0.1293592	0.1502729	0.1640925	0.1545652	0.1153422	0.04991576	-0.004591788	0.006757405	0.06612916	0.1301601	0.1833936	0.2021181	0.227575	0.2510819	0.2595741	0.2827229	0.3022859	0.3144734	0.332758	0.3807878	0.3454621	0.3429061	0.288315	0.1119506	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.3393442	0.2193336	0.1997317	0.2661218	0.2488721	0.1917556	0.0001266598	-0.06994636	-0.1473101	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.07502466	0.0252645	-0.1123026	-0.1227446	-10
0.8N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.5845125	0.8741843	0.5935084	0.3855683	0.3395994	0.393206	0.3978864	0.3210273	0.2811325	0.2295415	0.2191482	0.2325582	0.2810676	0.3326426	0.3922971	0.4101625	0.4047906	0.3679824	0.3100784	0.2530232	0.2179709	0.1767469	0.1637433	0.1542539	0.1406437	0.150123	0.1396606	0.1452851	0.1401783	0.1481497	0.1504151	0.1646813	0.1830592	0.1901462	0.2062272	0.2107378	0.2252212	0.2334496	0.2412578	0.2483952	0.2566329	0.2462663	0.2343234	0.2084782	0.1914013	0.1811827	0.1732718	0.1631052	0.1547901	0.1585287	0.1461263	0.1365602	0.1237667	0.122787	0.1027402	0.09393149	0.07365188	0.05774084	0.02660001	-0.01747102	-0.06482082	-0.09605641	-0.1158116	-0.1283826	-0.1469341	-0.15762	-0.1832663	-0.1939357	-0.2171744	-0.2337141	-0.2419993	-0.2637596	-0.2717834	-0.2863588	-0.2862569	-0.2660787	-0.2199018	-0.1481427	-0.06375768	0.03492675	0.1152991	0.1627616	0.1692613	0.1549502	0.118361	0.1040383	0.1029389	0.117089	0.1437586	0.1658457	0.1635116	0.1135468	0.04433545	0.006812853	0.02468493	0.07069735	0.1222305	0.1969148	0.2054042	0.2085657	0.2272901	0.2438678	0.2600699	0.2870238	0.3061391	0.337943	0.3814659	0.3612804	0.3193941	0.3094108	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.3450193	0.1956808	0.2019171	0.2529091	0.2599518	0.176385	0.02460394	-0.07057536	-0.1438527	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.02838532	0.03524689	-0.1337033	-0.1018226	-10
1N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.885785	0.7049952	0.5341164	0.3541833	0.4257024	0.4290361	0.3828951	0.2997757	0.2644628	0.2340508	0.2451269	0.2811178	0.3461202	0.4320793	0.4515586	0.4479788	0.4085026	0.3502055	0.2779622	0.2366415	0.2055817	0.1851661	0.1805823	0.1723628	0.1814141	0.1848341	0.1955338	0.1888152	0.1946172	0.1936438	0.2054287	0.2218631	0.2388055	0.2517165	0.2476679	0.2621121	0.2699515	0.2687282	0.2704711	0.2716645	0.2586032	0.2488209	0.2163402	0.2019808	0.1855664	0.1785791	0.1597739	0.1539634	0.1482565	0.1407312	0.1342701	0.132623	0.1333413	0.1164834	0.0995572	0.09444713	0.05793997	0.02434027	-0.02197167	-0.0548235	-0.09060582	-0.1123553	-0.1385535	-0.1463879	-0.1604996	-0.1768504	-0.1945964	-0.2175297	-0.2365423	-0.2518549	-0.2724093	-0.2885866	-0.3041133	-0.3145281	-0.2989091	-0.2696271	-0.2078631	-0.1354637	-0.03851107	0.06199108	0.1488354	0.1715137	0.1563765	0.1074809	0.07756077	0.07274215	0.09073249	0.1206879	0.1552987	0.1533902	0.1183827	0.05839401	0.04408503	0.05153771	0.07069039	0.1181241	0.2189312	0.1905769	0.182146	0.1929345	0.210545	0.2343154	0.2584488	0.2987764	0.3288321	0.4008015	0.3535588	0.2622818	0.2115201	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.3338813	0.1941763	0.2113466	0.2442025	0.2376541	0.1715228	0.04142341	-0.02190838	-0.1638571	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.1841304	0.005225092	-0.06456614
1.3N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.4795922	0.8238028	0.5943776	0.4463471	0.4072299	0.4982525	0.4287836	0.3468782	0.2867779	0.2586559	0.2644654	0.2939323	0.365633	0.466069	0.496877	0.4857219	0.4480244	0.3829645	0.3034517	0.2484981	0.2176147	0.195387	0.1877761	0.1919656	0.2100381	0.2211996	0.248336	0.2517721	0.248923	0.2502604	0.2594752	0.2640736	0.2778611	0.2951739	0.2960227	0.306233	0.3143857	0.3101382	0.3048498	0.2918979	0.2790272	0.2595628	0.2304612	0.2099636	0.1884427	0.1671661	0.1500571	0.1345243	0.1296203	0.1224721	0.1279119	0.128033	0.1464306	0.131812	0.1243085	0.107335	0.07334964	0.02386371	-0.01548566	-0.04739806	-0.08163627	-0.1109503	-0.1345513	-0.1466821	-0.1572382	-0.1729634	-0.1927825	-0.214845	-0.2296964	-0.2538241	-0.2723812	-0.2960709	-0.3130307	-0.33384	-0.3212978	-0.2978081	-0.2487344	-0.188823	-0.1221705	-0.0420046	0.04195401	0.0752182	0.06609051	0.03108956	-0.002568362	-0.0008857676	0.015752	0.05260392	0.1000914	0.1257129	0.112565	0.08312845	0.0798387	0.0779545	0.06144085	0.1089887	0.2358741	0.1873811	0.1523725	0.1559713	0.1845365	0.1900687	0.2361054	0.2810547	0.3316776	0.396358	0.3548353	0.2211176	0.118753	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.2989772	0.2023512	0.2289184	0.2265816	0.1989352	0.1454799	0.05831529	0.003065998	-0.07808759	-0.03138814	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.1860273	0.07812725	-0.002711042
1.5N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.6246009	0.7400003	0.5598603	0.4810677	0.5065051	0.5050455	0.4095277	0.3319281	0.2859433	0.2595086	0.2853596	0.3630345	0.4802521	0.5328811	0.5246454	0.4804457	0.4141845	0.3321725	0.2628042	0.2176921	0.1929622	0.1834253	0.1893281	0.2089083	0.2282171	0.2677933	0.298049	0.3072052	0.3111262	0.3140212	0.3204472	0.3232881	0.3292866	0.333383	0.3405351	0.3412208	0.342298	0.3338894	0.3137546	0.2942612	0.2712593	0.2408143	0.2154128	0.1776962	0.1476498	0.1245998	0.1093001	0.101796	0.1006815	0.1063772	0.1191958	0.1444493	0.1503403	0.1456237	0.1300363	0.08862802	0.04529408	0.002515177	-0.02857622	-0.06655781	-0.09961456	-0.1228028	-0.1374225	-0.1536631	-0.1675381	-0.1845567	-0.2046699	-0.2188785	-0.2439366	-0.2609764	-0.292595	-0.3156101	-0.3417478	-0.3350361	-0.3152161	-0.2714468	-0.2143873	-0.1342691	-0.06096643	-0.008290334	-0.004927037	-0.01286599	-0.02204191	-0.04604979	-0.04870554	-0.03424415	-0.02358554	0.01028076	0.03589931	0.04003987	0.03571701	0.05297017	0.05076167	0.03508615	0.08019328	0.2211522	0.1994679	0.1308795	0.1308725	0.1581844	0.1662182	0.2009508	0.2712696	0.3191125	0.3797013	0.3062337	0.2312688	0.03884758	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.24608	0.2219137	0.2457247	0.2035652	0.1506166	0.09400819	0.06437955	0.01076797	0.01441924	-0.09322502	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.2522281	0.1727798	0.1029636
1.8N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.2651035	0.538835	0.741821	0.5795408	0.5015445	0.5690253	0.4779058	0.394594	0.2788425	0.2320783	0.2426095	0.3373005	0.4692293	0.5717649	0.5647088	0.5160281	0.4403303	0.3593784	0.2810181	0.2390264	0.2061592	0.1971375	0.1939715	0.2102992	0.2242977	0.2627858	0.3007028	0.3279377	0.3442382	0.3494121	0.3537361	0.3653937	0.3618255	0.3577513	0.3628892	0.3582412	0.3591164	0.3530675	0.3269705	0.3044115	0.2742612	0.2404393	0.2029324	0.160395	0.122663	0.09944662	0.08120885	0.0744668	0.07220321	0.07981231	0.09359615	0.1243804	0.140812	0.1444266	0.1332622	0.1021307	0.0668862	0.02427134	-0.01011653	-0.04505597	-0.0790126	-0.1021426	-0.1198214	-0.1413104	-0.1578072	-0.170807	-0.1863185	-0.199208	-0.2257594	-0.2438182	-0.2812006	-0.3075789	-0.335954	-0.3350536	-0.318808	-0.2783093	-0.2143525	-0.1175667	-0.04003686	0.01179779	0.02090571	0.01934468	0.01375265	-0.005290768	-0.02187093	-0.01056986	-0.000143911	0.01108368	0.02319195	0.03016052	0.03949118	0.04965109	0.05025651	0.05669205	0.07064768	0.185103	0.2008249	0.1289212	0.1223517	0.1450438	0.1482185	0.1818615	0.2412699	0.3078476	0.3319842	0.232774	0.1414682	0.02541715	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.2158676	0.2478873	0.256623	0.1678546	0.0884136	0.02778223	0.03873874	0.00928828	0.04442876	-0.1048848	-10	-10	-0.004331145	-0.03199699	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.1772811	-0.2232029	0.2450945	0.2378785
2N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.8840829	0.7041113	0.6080947	0.5639953	0.5828584	0.4369453	0.2985138	0.1623484	0.1639291	0.2843781	0.455882	0.5985599	0.6205825	0.5565101	0.4748158	0.3720941	0.2967207	0.239027	0.2087813	0.1971764	0.1964407	0.2166713	0.2392262	0.2731043	0.3154688	0.3433771	0.3689926	0.3829118	0.3852612	0.3918641	0.3913102	0.3874907	0.3883724	0.3763059	0.3664781	0.3538591	0.3258205	0.2978944	0.2617972	0.2203299	0.1732165	0.1303216	0.09743073	0.07290541	0.06249717	0.05644818	0.0628059	0.05827307	0.0694718	0.08993915	0.1087254	0.1147983	0.1081133	0.1044056	0.09460033	0.06181516	0.01714096	-0.02013806	-0.05739688	-0.08464476	-0.1036661	-0.1212535	-0.1439919	-0.1535789	-0.1664185	-0.1729348	-0.2061577	-0.2284874	-0.265398	-0.2916007	-0.3196023	-0.326655	-0.3157932	-0.2815375	-0.2148284	-0.09994115	-0.02518656	0.03162515	0.0489215	0.06420638	0.07022565	0.06621952	0.0555446	0.05131669	0.05455011	0.06215438	0.06870878	0.07452253	0.09489949	0.1108491	0.1190776	0.1334112	0.1115873	0.1483013	0.1875527	0.1367423	0.1298914	0.1434625	0.140186	0.1640628	0.2321516	0.2422843	0.2901566	0.1766164	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.2335097	0.2720855	0.2575093	0.1197305	0.03003598	-0.02833413	0.01150104	0.01644363	0.04439539	-0.02225888	0.004972606	0.02834383	-0.01037699	-0.04218148	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.383274	-0.1339591	0.2941713	0.3587797
2.3N	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.4112693	0.7999757	0.60892	0.654238	0.6141281	0.5079746	0.276691	0.08089907	0.03026585	0.1785312	0.396013	0.5979853	0.6745858	0.6097199	0.4974392	0.3806007	0.2711311	0.2028741	0.160605	0.150515	0.1471343	0.1903566	0.2413064	0.2763585	0.3378379	0.368401	0.3820651	0.397232	0.4084302	0.4178146	0.4145328	0.4100582	0.4117761	0.3928498	0.3781697	0.3558424	0.3189432	0.2814358	0.240634	0.1894356	0.1323088	0.09401726	0.06279334	0.03748091	0.02564343	0.02288606	0.03715727	0.04469286	0.0593668	0.07640333	0.07803842	0.0710154	0.05692573	0.06149414	0.07599051	0.07683239	0.04748186	0.0112382	-0.02835347	-0.07099939	-0.09569905	-0.1164036	-0.1381586	-0.1515642	-0.1657316	-0.1642348	-0.1909827	-0.2167223	-0.2471207	-0.2708312	-0.2942539	-0.3112895	-0.3080178	-0.2831489	-0.2140722	-0.08949555	-0.01172992	0.03311329	0.04726961	0.06488087	0.0765712	0.08078864	0.09949676	0.1081718	0.1194518	0.1215684	0.1232547	0.1187141	0.1389224	0.1633881	0.171531	0.1920613	0.1692487	0.1462738	0.1672341	0.1442072	0.137076	0.1538273	0.1468126	0.1628148	0.2405205	0.2284796	0.1862075	0.1143988	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	0.2963479	0.2820483	0.2623886	0.07235678	-0.01137985	-0.06835681	-0.0191882	0.02428735	0.04983803	0.05888832	0.02561649	-0.006918387	-0.02065905	-0.03234601	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-10	-0.4836189	-0.1415633	0.3378713	0.4395296
